type,id,bnf_code,nm
amp,21831811000001107,020400060AAABAB,Celiprolol 400mg tablets (Waymade Healthcare Plc)
amp,23789711000001100,020400060AAABAB,Celiprolol 400mg tablets (DE Pharmaceuticals)
amp,29784811000001106,020400060AAABAB,Celiprolol 400mg tablets (Sigma Pharmaceuticals Plc)
amp,29792111000001108,020400060AAACAC,Celiprolol 200mg/5ml oral suspension (Special Order)
amp,864811000001100,020400060BBAAAA,Celectol 200mg tablets (Sanofi)
amp,479211000001100,020400060BBABAB,Celectol 400mg tablets (Sanofi)
amp,7332611000001100,020400080AAABAB,Carvedilol 12.5mg tablets (Actavis UK Ltd)
amp,7334111000001100,020400080AAABAB,Carvedilol 12.5mg tablets (Teva UK Ltd)
amp,7338211000001100,020400080AAABAB,Carvedilol 12.5mg tablets (Zentiva)
amp,7377511000001104,020400080AAABAB,Carvedilol 12.5mg tablets (Sandoz Ltd)
amp,7398111000001104,020400080AAABAB,Carvedilol 12.5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,7402411000001102,020400080AAABAB,Carvedilol 12.5mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,7469811000001109,020400080AAABAB,Carvedilol 12.5mg tablets (Kent Pharmaceuticals Ltd)
amp,7494311000001104,020400080AAABAB,Carvedilol 12.5mg tablets (A A H Pharmaceuticals Ltd)
amp,7974511000001101,020400080AAABAB,Carvedilol 12.5mg tablets (Mylan)
amp,9034211000001104,020400080AAABAB,Carvedilol 12.5mg tablets (Genus Pharmaceuticals Ltd)
amp,10290211000001109,020400080AAABAB,Carvedilol 12.5mg tablets (Focus Pharmaceuticals Ltd)
amp,10388311000001106,020400080AAABAB,Carvedilol 12.5mg tablets (Arrow Generics Ltd)
amp,10438811000001102,020400080AAABAB,Carvedilol 12.5mg tablets (Niche Generics Ltd)
amp,11399311000001109,020400080AAABAB,Carvedilol 12.5mg tablets (PLIVA Pharma Ltd)
amp,11402311000001105,020400080AAABAB,Carvedilol 12.5mg tablets (Almus Pharmaceuticals Ltd)
amp,13742611000001105,020400080AAABAB,Carvedilol 12.5mg tablets (Tillomed Laboratories Ltd)
amp,14115611000001101,020400080AAABAB,Carvedilol 12.5mg tablets (Consilient Health Ltd)
amp,15071911000001104,020400080AAABAB,Carvedilol 12.5mg tablets (Sigma Pharmaceuticals Plc)
amp,17826111000001105,020400080AAABAB,Carvedilol 12.5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18557311000001101,020400080AAABAB,Carvedilol 12.5mg tablets (Bristol Laboratories Ltd)
amp,19711611000001108,020400080AAABAB,Carvedilol 12.5mg tablets (DE Pharmaceuticals)
amp,21820811000001101,020400080AAABAB,Carvedilol 12.5mg tablets (Waymade Healthcare Plc)
amp,22324911000001100,020400080AAABAB,Carvedilol 12.5mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
amp,23958611000001103,020400080AAABAB,Carvedilol 12.5mg tablets (Milpharm Ltd)
amp,30008711000001106,020400080AAABAB,Carvedilol 12.5mg tablets (Mawdsley-Brooks & Company Ltd)
amp,7332811000001101,020400080AAACAC,Carvedilol 25mg tablets (Actavis UK Ltd)
amp,7334311000001103,020400080AAACAC,Carvedilol 25mg tablets (Teva UK Ltd)
amp,7338411000001101,020400080AAACAC,Carvedilol 25mg tablets (Zentiva)
amp,7377711000001109,020400080AAACAC,Carvedilol 25mg tablets (Sandoz Ltd)
amp,7398311000001102,020400080AAACAC,Carvedilol 25mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,7402611000001104,020400080AAACAC,Carvedilol 25mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,7470111000001104,020400080AAACAC,Carvedilol 25mg tablets (Kent Pharmaceuticals Ltd)
amp,7494511000001105,020400080AAACAC,Carvedilol 25mg tablets (A A H Pharmaceuticals Ltd)
amp,7974711000001106,020400080AAACAC,Carvedilol 25mg tablets (Mylan)
amp,9034511000001101,020400080AAACAC,Carvedilol 25mg tablets (Genus Pharmaceuticals Ltd)
amp,10290511000001107,020400080AAACAC,Carvedilol 25mg tablets (Focus Pharmaceuticals Ltd)
amp,10388511000001100,020400080AAACAC,Carvedilol 25mg tablets (Arrow Generics Ltd)
amp,10439511000001106,020400080AAACAC,Carvedilol 25mg tablets (Niche Generics Ltd)
amp,13742811000001109,020400080AAACAC,Carvedilol 25mg tablets (Tillomed Laboratories Ltd)
amp,14115811000001102,020400080AAACAC,Carvedilol 25mg tablets (Consilient Health Ltd)
amp,15072211000001101,020400080AAACAC,Carvedilol 25mg tablets (Sigma Pharmaceuticals Plc)
amp,17826311000001107,020400080AAACAC,Carvedilol 25mg tablets (Phoenix Healthcare Distribution Ltd)
amp,17962911000001105,020400080AAACAC,Carvedilol 25mg tablets (Almus Pharmaceuticals Ltd)
amp,18557511000001107,020400080AAACAC,Carvedilol 25mg tablets (Bristol Laboratories Ltd)
amp,19711811000001107,020400080AAACAC,Carvedilol 25mg tablets (DE Pharmaceuticals)
amp,21821011000001103,020400080AAACAC,Carvedilol 25mg tablets (Waymade Healthcare Plc)
amp,22325111000001104,020400080AAACAC,Carvedilol 25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
amp,23958911000001109,020400080AAACAC,Carvedilol 25mg tablets (Milpharm Ltd)
amp,37051311000001100,020400080AAACAC,Carvedilol 25mg tablets (Mawdsley-Brooks & Company Ltd)
amp,12370111000001109,020400080AAADAD,Carvedilol 3.125mg/5ml oral suspension (Special Order)
amp,7333711000001101,020400080AAAEAE,Carvedilol 3.125mg tablets (Teva UK Ltd)
amp,7337811000001103,020400080AAAEAE,Carvedilol 3.125mg tablets (Zentiva)
amp,7377111000001108,020400080AAAEAE,Carvedilol 3.125mg tablets (Sandoz Ltd)
amp,7397711000001104,020400080AAAEAE,Carvedilol 3.125mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,7398911000001101,020400080AAAEAE,Carvedilol 3.125mg tablets (Actavis UK Ltd)
amp,7402011000001106,020400080AAAEAE,Carvedilol 3.125mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,7469111000001102,020400080AAAEAE,Carvedilol 3.125mg tablets (Kent Pharmaceuticals Ltd)
amp,7493711000001102,020400080AAAEAE,Carvedilol 3.125mg tablets (A A H Pharmaceuticals Ltd)
amp,9033311000001105,020400080AAAEAE,Carvedilol 3.125mg tablets (Genus Pharmaceuticals Ltd)
amp,10289511000001100,020400080AAAEAE,Carvedilol 3.125mg tablets (Focus Pharmaceuticals Ltd)
amp,10387911000001106,020400080AAAEAE,Carvedilol 3.125mg tablets (Arrow Generics Ltd)
amp,10439811000001109,020400080AAAEAE,Carvedilol 3.125mg tablets (Niche Generics Ltd)
amp,11399611000001104,020400080AAAEAE,Carvedilol 3.125mg tablets (PLIVA Pharma Ltd)
amp,11401411000001108,020400080AAAEAE,Carvedilol 3.125mg tablets (Almus Pharmaceuticals Ltd)
amp,13742211000001108,020400080AAAEAE,Carvedilol 3.125mg tablets (Tillomed Laboratories Ltd)
amp,14114811000001103,020400080AAAEAE,Carvedilol 3.125mg tablets (Consilient Health Ltd)
amp,15072411000001102,020400080AAAEAE,Carvedilol 3.125mg tablets (Sigma Pharmaceuticals Plc)
amp,17825711000001103,020400080AAAEAE,Carvedilol 3.125mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18556911000001103,020400080AAAEAE,Carvedilol 3.125mg tablets (Bristol Laboratories Ltd)
amp,19712011000001109,020400080AAAEAE,Carvedilol 3.125mg tablets (DE Pharmaceuticals)
amp,21820011000001107,020400080AAAEAE,Carvedilol 3.125mg tablets (Waymade Healthcare Plc)
amp,22324411000001108,020400080AAAEAE,Carvedilol 3.125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
amp,23958011000001105,020400080AAAEAE,Carvedilol 3.125mg tablets (Milpharm Ltd)
amp,30008311000001107,020400080AAAEAE,Carvedilol 3.125mg tablets (Mawdsley-Brooks & Company Ltd)
amp,7332411000001103,020400080AAAFAF,Carvedilol 6.25mg tablets (Actavis UK Ltd)
amp,7333911000001104,020400080AAAFAF,Carvedilol 6.25mg tablets (Teva UK Ltd)
amp,7338011000001105,020400080AAAFAF,Carvedilol 6.25mg tablets (Zentiva)
amp,7377311000001105,020400080AAAFAF,Carvedilol 6.25mg tablets (Sandoz Ltd)
amp,7397911000001102,020400080AAAFAF,Carvedilol 6.25mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,7402211000001101,020400080AAAFAF,Carvedilol 6.25mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,7469511000001106,020400080AAAFAF,Carvedilol 6.25mg tablets (Kent Pharmaceuticals Ltd)
amp,7493911000001100,020400080AAAFAF,Carvedilol 6.25mg tablets (A A H Pharmaceuticals Ltd)
amp,7974311000001107,020400080AAAFAF,Carvedilol 6.25mg tablets (Mylan)
amp,9033711000001109,020400080AAAFAF,Carvedilol 6.25mg tablets (Genus Pharmaceuticals Ltd)
amp,10289811000001102,020400080AAAFAF,Carvedilol 6.25mg tablets (Focus Pharmaceuticals Ltd)
amp,10388111000001109,020400080AAAFAF,Carvedilol 6.25mg tablets (Arrow Generics Ltd)
amp,10440211000001100,020400080AAAFAF,Carvedilol 6.25mg tablets (Niche Generics Ltd)
amp,11399911000001105,020400080AAAFAF,Carvedilol 6.25mg tablets (PLIVA Pharma Ltd)
amp,11401811000001105,020400080AAAFAF,Carvedilol 6.25mg tablets (Almus Pharmaceuticals Ltd)
amp,13742411000001107,020400080AAAFAF,Carvedilol 6.25mg tablets (Tillomed Laboratories Ltd)
amp,14115211000001103,020400080AAAFAF,Carvedilol 6.25mg tablets (Consilient Health Ltd)
amp,15072711000001108,020400080AAAFAF,Carvedilol 6.25mg tablets (Sigma Pharmaceuticals Plc)
amp,17825911000001101,020400080AAAFAF,Carvedilol 6.25mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18557111000001103,020400080AAAFAF,Carvedilol 6.25mg tablets (Bristol Laboratories Ltd)
amp,19712211000001104,020400080AAAFAF,Carvedilol 6.25mg tablets (DE Pharmaceuticals)
amp,21820211000001102,020400080AAAFAF,Carvedilol 6.25mg tablets (Waymade Healthcare Plc)
amp,22324711000001102,020400080AAAFAF,Carvedilol 6.25mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
amp,23958311000001108,020400080AAAFAF,Carvedilol 6.25mg tablets (Milpharm Ltd)
amp,30008511000001101,020400080AAAFAF,Carvedilol 6.25mg tablets (Mawdsley-Brooks & Company Ltd)
amp,8333611000001103,020400080AAAPAP,Carvedilol 5mg/5ml oral suspension (Drug Tariff Special Order)
amp,334711000001101,020400080BBAAAB,Eucardic 12.5mg tablets (Roche Products Ltd)
amp,709911000001107,020400080BBABAC,Eucardic 25mg tablets (Roche Products Ltd)
amp,13801211000001108,0204000ABAAAAAA,Nebivolol 5mg tablets (PLIVA Pharma Ltd)
amp,14033711000001109,0204000ABAAAAAA,Nebivolol 5mg tablets (A A H Pharmaceuticals Ltd)
amp,14038411000001109,0204000ABAAAAAA,Nebivolol 5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,14169511000001101,0204000ABAAAAAA,Nebivolol 5mg tablets (Teva UK Ltd)
amp,14404711000001108,0204000ABAAAAAA,Nebivolol 5mg tablets (Accord Healthcare Ltd)
amp,15237011000001103,0204000ABAAAAAA,Nebivolol 5mg tablets (Sigma Pharmaceuticals Plc)
amp,15524311000001103,0204000ABAAAAAA,Nebivolol 5mg tablets (Zentiva)
amp,15638211000001109,0204000ABAAAAAA,Nebivolol 5mg tablets (Glenmark Pharmaceuticals Europe Ltd)
amp,17945911000001105,0204000ABAAAAAA,Nebivolol 5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,19836511000001105,0204000ABAAAAAA,Nebivolol 5mg tablets (Mylan)
amp,20312411000001102,0204000ABAAAAAA,Nebivolol 5mg tablets (Sandoz Ltd)
amp,21819211000001101,0204000ABAAAAAA,Nebivolol 5mg tablets (Waymade Healthcare Plc)
amp,22464711000001103,0204000ABAAAAAA,Nebivolol 5mg tablets (Arrow Generics Ltd)
amp,24483711000001109,0204000ABAAAAAA,Nebivolol 5mg tablets (Almus Pharmaceuticals Ltd)
amp,30063611000001108,0204000ABAAAAAA,Nebivolol 5mg tablets (DE Pharmaceuticals)
amp,32425311000001105,0204000ABAAAAAA,Nebivolol 5mg tablets (Kent Pharmaceuticals Ltd)
amp,36764911000001106,0204000ABAAAAAA,Nebivolol 5mg tablets (Macleods Pharma UK Ltd)
amp,36836611000001102,0204000ABAAAAAA,Nebivolol 5mg tablets (Torrent Pharma (UK) Ltd)
amp,38003411000001109,0204000ABAAAAAA,Nebivolol 5mg tablets (Medreich Plc)
amp,15638611000001106,0204000ABAAABAB,Nebivolol 2.5mg tablets (Glenmark Pharmaceuticals Europe Ltd)
amp,16551311000001103,0204000ABAAABAB,Nebivolol 2.5mg tablets (A A H Pharmaceuticals Ltd)
amp,17168411000001102,0204000ABAAABAB,Nebivolol 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,18141211000001105,0204000ABAAABAB,Nebivolol 2.5mg tablets (Phoenix Healthcare Distribution Ltd)
amp,21266011000001105,0204000ABAAABAB,Nebivolol 2.5mg tablets (Sigma Pharmaceuticals Plc)
amp,21819011000001106,0204000ABAAABAB,Nebivolol 2.5mg tablets (Waymade Healthcare Plc)
amp,24573811000001100,0204000ABAAABAB,Nebivolol 2.5mg tablets (Teva UK Ltd)
amp,27336211000001104,0204000ABAAABAB,Nebivolol 2.5mg tablets (Advanz Pharma)
amp,30063411000001105,0204000ABAAABAB,Nebivolol 2.5mg tablets (DE Pharmaceuticals)
amp,30850311000001103,0204000ABAAABAB,Nebivolol 2.5mg tablets (Mawdsley-Brooks & Company Ltd)
amp,32424911000001107,0204000ABAAABAB,Nebivolol 2.5mg tablets (Kent Pharmaceuticals Ltd)
amp,36764711000001109,0204000ABAAABAB,Nebivolol 2.5mg tablets (Macleods Pharma UK Ltd)
amp,38003111000001104,0204000ABAAABAB,Nebivolol 2.5mg tablets (Medreich Plc)
amp,23644311000001100,0204000ABAAACAC,Nebivolol 10mg tablets (Glenmark Pharmaceuticals Europe Ltd)
amp,24193811000001101,0204000ABAAACAC,Nebivolol 10mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,24416911000001103,0204000ABAAACAC,Nebivolol 10mg tablets (A A H Pharmaceuticals Ltd)
amp,29929311000001100,0204000ABAAACAC,Nebivolol 10mg tablets (Sigma Pharmaceuticals Plc)
amp,30063811000001107,0204000ABAAACAC,Nebivolol 10mg tablets (DE Pharmaceuticals)
amp,36723111000001104,0204000ABAAACAC,Nebivolol 10mg tablets (Macleods Pharma UK Ltd)
amp,38003611000001107,0204000ABAAACAC,Nebivolol 10mg tablets (Medreich Plc)
amp,726011000001109,0204000ABBBAAAA,Nebilet 5mg tablets (A. Menarini Farmaceutica Internazionale SRL)
amp,28357711000001104,0204000ACAAAAAA,Bisoprolol 5mg / Aspirin 75mg capsules (Aspire Pharma Ltd)
amp,28358311000001102,0204000ACAAABAB,Bisoprolol 10mg / Aspirin 75mg capsules (Aspire Pharma Ltd)
amp,28359411000001101,0204000ACAAACAC,Bisoprolol 10mg / Aspirin 100mg capsules (Aspire Pharma Ltd)
amp,28360311000001109,0204000ACAAADAD,Bisoprolol 5mg / Aspirin 100mg capsules (Aspire Pharma Ltd)
amp,4814811000001108,0204000C0AAAAAA,Acebutolol 100mg capsules (Kent Pharmaceuticals Ltd)
amp,10347111000001100,0204000C0AAAAAA,Acebutolol 100mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,4815111000001102,0204000C0AAABAB,Acebutolol 200mg capsules (Kent Pharmaceuticals Ltd)
amp,10347311000001103,0204000C0AAABAB,Acebutolol 200mg capsules (Alliance Healthcare (Distribution) Ltd)
amp,4815811000001109,0204000C0AAADAD,Acebutolol 400mg tablets (Kent Pharmaceuticals Ltd)
amp,9703611000001105,0204000C0AAADAD,Acebutolol 400mg tablets (A A H Pharmaceuticals Ltd)
amp,10347511000001109,0204000C0AAADAD,Acebutolol 400mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,632811000001105,0204000C0BBAAAA,Sectral 100mg capsules (Sanofi)
amp,925711000001108,0204000C0BBABAB,Sectral 200mg capsules (Sanofi)
amp,298111000001105,0204000C0BBADAD,Sectral 400mg tablets (Sanofi)
amp,11560811000001105,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
amp,11623011000001105,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Kappin Ltd)
amp,16183211000001105,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
amp,17787011000001100,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)
amp,17962611000001104,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Almus Pharmaceuticals Ltd)
amp,21778411000001103,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Waymade Healthcare Plc)
amp,22600211000001101,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Healthcare Pharma Ltd)
amp,22612011000001108,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (DE Pharmaceuticals)
amp,29771511000001100,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
amp,31406511000001101,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Thame Laboratories Ltd)
amp,35904011000001100,0204000E0AAAAAA,Atenolol 25mg/5ml oral solution sugar free (Essential Generics Ltd)
amp,58311000001109,0204000E0AAABAB,Atenolol 50mg tablets (A A H Pharmaceuticals Ltd)
amp,225111000001106,0204000E0AAABAB,Atenolol 50mg tablets (Mylan)
amp,263511000001107,0204000E0AAABAB,Atenolol 50mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,335611000001106,0204000E0AAABAB,Atenolol 50mg tablets (Wockhardt UK Ltd)
amp,401411000001109,0204000E0AAABAB,Atenolol 50mg tablets (Actavis UK Ltd)
amp,674511000001104,0204000E0AAABAB,Atenolol 50mg tablets (Teva UK Ltd)
amp,718711000001103,0204000E0AAABAB,Atenolol 50mg tablets (Sterwin Medicines)
amp,790911000001104,0204000E0AAABAB,Atenolol 50mg tablets (Kent Pharmaceuticals Ltd)
amp,852111000001108,0204000E0AAABAB,Atenolol 50mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,884011000001109,0204000E0AAABAB,Atenolol 50mg tablets (Sandoz Ltd)
amp,8750211000001105,0204000E0AAABAB,Atenolol 50mg tablets (Ranbaxy (UK) Ltd)
amp,9791711000001104,0204000E0AAABAB,Atenolol 50mg tablets (Almus Pharmaceuticals Ltd)
amp,10383111000001100,0204000E0AAABAB,Atenolol 50mg tablets (Arrow Generics Ltd)
amp,11177311000001101,0204000E0AAABAB,Atenolol 50mg tablets (Zentiva)
amp,13740311000001104,0204000E0AAABAB,Atenolol 50mg tablets (Tillomed Laboratories Ltd)
amp,14802011000001109,0204000E0AAABAB,Atenolol 50mg tablets (Boston Healthcare Ltd)
amp,15968211000001100,0204000E0AAABAB,Atenolol 50mg tablets (Zanza Specials International Ltd)
amp,15986411000001104,0204000E0AAABAB,Atenolol 50mg tablets (Bristol Laboratories Ltd)
amp,17788311000001101,0204000E0AAABAB,Atenolol 50mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18279911000001104,0204000E0AAABAB,Atenolol 50mg tablets (Strides Pharma UK Ltd)
amp,18458611000001100,0204000E0AAABAB,Atenolol 50mg tablets (Accord Healthcare Ltd)
amp,21778811000001101,0204000E0AAABAB,Atenolol 50mg tablets (Waymade Healthcare Plc)
amp,22612611000001101,0204000E0AAABAB,Atenolol 50mg tablets (DE Pharmaceuticals)
amp,28945211000001109,0204000E0AAABAB,Atenolol 50mg tablets (Crescent Pharma Ltd)
amp,29771711000001105,0204000E0AAABAB,Atenolol 50mg tablets (Sigma Pharmaceuticals Plc)
amp,29997211000001107,0204000E0AAABAB,Atenolol 50mg tablets (Mawdsley-Brooks & Company Ltd)
amp,35592111000001103,0204000E0AAABAB,Atenolol 50mg tablets (RX Farma)
amp,35311000001104,0204000E0AAACAC,Atenolol 100mg tablets (Mylan)
amp,275811000001103,0204000E0AAACAC,Atenolol 100mg tablets (Actavis UK Ltd)
amp,282111000001106,0204000E0AAACAC,Atenolol 100mg tablets (Sandoz Ltd)
amp,417811000001102,0204000E0AAACAC,Atenolol 100mg tablets (Wockhardt UK Ltd)
amp,422011000001104,0204000E0AAACAC,Atenolol 100mg tablets (A A H Pharmaceuticals Ltd)
amp,542611000001104,0204000E0AAACAC,Atenolol 100mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,646611000001108,0204000E0AAACAC,Atenolol 100mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,663211000001106,0204000E0AAACAC,Atenolol 100mg tablets (Sterwin Medicines)
amp,721711000001100,0204000E0AAACAC,Atenolol 100mg tablets (Kent Pharmaceuticals Ltd)
amp,857511000001101,0204000E0AAACAC,Atenolol 100mg tablets (Teva UK Ltd)
amp,8973911000001102,0204000E0AAACAC,Atenolol 100mg tablets (Ranbaxy (UK) Ltd)
amp,10383311000001103,0204000E0AAACAC,Atenolol 100mg tablets (Arrow Generics Ltd)
amp,11399511000001103,0204000E0AAACAC,Atenolol 100mg tablets (Almus Pharmaceuticals Ltd)
amp,13740511000001105,0204000E0AAACAC,Atenolol 100mg tablets (Tillomed Laboratories Ltd)
amp,14802211000001104,0204000E0AAACAC,Atenolol 100mg tablets (Boston Healthcare Ltd)
amp,15070011000001107,0204000E0AAACAC,Atenolol 100mg tablets (Sigma Pharmaceuticals Plc)
amp,15967811000001103,0204000E0AAACAC,Atenolol 100mg tablets (Zanza Specials International Ltd)
amp,15986011000001108,0204000E0AAACAC,Atenolol 100mg tablets (Bristol Laboratories Ltd)
amp,17788511000001107,0204000E0AAACAC,Atenolol 100mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18279711000001101,0204000E0AAACAC,Atenolol 100mg tablets (Strides Pharma UK Ltd)
amp,18458811000001101,0204000E0AAACAC,Atenolol 100mg tablets (Accord Healthcare Ltd)
amp,21779011000001102,0204000E0AAACAC,Atenolol 100mg tablets (Waymade Healthcare Plc)
amp,22612211000001103,0204000E0AAACAC,Atenolol 100mg tablets (DE Pharmaceuticals)
amp,28945411000001108,0204000E0AAACAC,Atenolol 100mg tablets (Crescent Pharma Ltd)
amp,29997411000001106,0204000E0AAACAC,Atenolol 100mg tablets (Mawdsley-Brooks & Company Ltd)
amp,35592311000001101,0204000E0AAACAC,Atenolol 100mg tablets (RX Farma)
amp,10811000001107,0204000E0AAAGAG,Atenolol 25mg tablets (A A H Pharmaceuticals Ltd)
amp,47711000001105,0204000E0AAAGAG,Atenolol 25mg tablets (Alliance Healthcare (Distribution) Ltd)
amp,244111000001105,0204000E0AAAGAG,Atenolol 25mg tablets (Actavis UK Ltd)
amp,375411000001106,0204000E0AAAGAG,Atenolol 25mg tablets (Wockhardt UK Ltd)
amp,393011000001109,0204000E0AAAGAG,Atenolol 25mg tablets (Sandoz Ltd)
amp,600811000001101,0204000E0AAAGAG,Atenolol 25mg tablets (IVAX Pharmaceuticals UK Ltd)
amp,608911000001108,0204000E0AAAGAG,Atenolol 25mg tablets (Sterwin Medicines)
amp,623811000001100,0204000E0AAAGAG,Atenolol 25mg tablets (Teva UK Ltd)
amp,774211000001105,0204000E0AAAGAG,Atenolol 25mg tablets (Mylan)
amp,907211000001102,0204000E0AAAGAG,Atenolol 25mg tablets (Kent Pharmaceuticals Ltd)
amp,8749411000001101,0204000E0AAAGAG,Atenolol 25mg tablets (Ranbaxy (UK) Ltd)
amp,9791011000001101,0204000E0AAAGAG,Atenolol 25mg tablets (Almus Pharmaceuticals Ltd)
amp,10382911000001109,0204000E0AAAGAG,Atenolol 25mg tablets (Arrow Generics Ltd)
amp,11177011000001104,0204000E0AAAGAG,Atenolol 25mg tablets (Zentiva)
amp,13740111000001101,0204000E0AAAGAG,Atenolol 25mg tablets (Tillomed Laboratories Ltd)
amp,14801811000001107,0204000E0AAAGAG,Atenolol 25mg tablets (Boston Healthcare Ltd)
amp,15070211000001102,0204000E0AAAGAG,Atenolol 25mg tablets (Sigma Pharmaceuticals Plc)
amp,15968011000001105,0204000E0AAAGAG,Atenolol 25mg tablets (Zanza Specials International Ltd)
amp,15986211000001103,0204000E0AAAGAG,Atenolol 25mg tablets (Bristol Laboratories Ltd)
amp,17787911000001101,0204000E0AAAGAG,Atenolol 25mg tablets (Phoenix Healthcare Distribution Ltd)
amp,18280111000001102,0204000E0AAAGAG,Atenolol 25mg tablets (Strides Pharma UK Ltd)
amp,18458411000001103,0204000E0AAAGAG,Atenolol 25mg tablets (Accord Healthcare Ltd)
amp,20137611000001100,0204000E0AAAGAG,Atenolol 25mg tablets (Crescent Pharma Ltd)
amp,21778611000001100,0204000E0AAAGAG,Atenolol 25mg tablets (Waymade Healthcare Plc)
amp,22612411000001104,0204000E0AAAGAG,Atenolol 25mg tablets (DE Pharmaceuticals)
amp,29997011000001102,0204000E0AAAGAG,Atenolol 25mg tablets (Mawdsley-Brooks & Company Ltd)
amp,11986811000001103,0204000E0AAANAN,Atenolol 25mg/5ml oral suspension (Special Order)
amp,11987111000001108,0204000E0AAANAN,Atenolol 25mg/5ml oral solution (Special Order)
