parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"age1"	"Age spline 1"	1.0084769	.00054964	15.487828	4.192e-54	1.0074002	1.0095548	"model3"	"tested"	""
"age2"	"Age spline 2"	.91393192	.0014829	-55.467761	0	.91103011	.91684298	"model3"	"tested"	""
"age3"	"Age spline 3"	1.3298905	.00579262	65.453533	0	1.3185855	1.3412924	"model3"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0255564	.0045607	5.6746223	1.390e-08	1.0166565	1.0345343	"model3"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0694764	.00475372	15.111521	1.360e-51	1.0601998	1.0788343	"model3"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1106109	.00496168	23.482841	6.11e-122	1.1009286	1.1203783	"model3"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1168737	.00523239	23.593811	4.46e-123	1.1066654	1.1271762	"model3"	"tested"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0025681	.00024249	10.604113	2.852e-26	1.0020929	1.0030435	"model3"	"tested"	""
"hba1c_pct"	"HbA1c %"	1.0154336	.00178219	8.7263907	2.629e-18	1.0119466	1.0189326	"model3"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0103612	.00005293	196.78201	0	1.0102575	1.0104649	"model3"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0739691	.0033426	22.92821	2.43e-116	1.0674377	1.0805405	"model3"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.0735289	.00461209	16.514893	2.867e-61	1.0645273	1.0826066	"model3"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.9904116	.00333053	-2.8650953	.00416884	.98390536	.99696088	"model3"	"tested"	""
"bp_map"	"Mean Arterial Pressure"	1.0000609	.00001008	6.0420583	1.522e-09	1.0000411	1.0000806	"model3"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"tested"	""
"1.asthma"	"Asthma category"	1.0874754	.00382928	23.815004	2.34e-125	1.079996	1.0950066	"model3"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3173898	.00622528	58.333399	0	1.3052448	1.3296478	"model3"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.4298871	.00558909	91.485514	0	1.4189745	1.4408835	"model3"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.1585204	.014641	11.643253	2.484e-31	1.130177	1.1875746	"model3"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.0601102	.00520022	11.899825	1.186e-32	1.0499668	1.0703516	"model3"	"tested"	""
"3.dm_type"	"Diabetes Type"	.99540576	.00694506	-.65998997	.50926027	.98188634	1.0091113	"model3"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"tested"	""
"1.cancer"	"Cancer"	1.6635311	.00692984	122.17332	0	1.6500042	1.677169	"model3"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.6575729	.01759634	47.604326	0	1.623441	1.6924223	"model3"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"tested"	""
"1.stroke"	"Stroke"	1.4542477	.00824637	66.041083	0	1.4381746	1.4705004	"model3"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"tested"	""
"1.dementia"	"Dementia"	1.913835	.02448018	50.746684	0	1.8664512	1.9624218	"model3"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.4434529	.01326041	39.953696	0	1.4176956	1.4696783	"model3"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1727646	.00538499	34.70691	6.20e-264	1.1622576	1.1833666	"model3"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"tested"	""
"1.esrf"	"end stage renal failure"	3.3036209	.05836256	67.644222	0	3.1911901	3.4200129	"model3"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0012524	.01502717	.0833956	.93353699	.97222867	1.0311426	"model3"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.046793	.00545901	8.7691869	1.800e-18	1.036148	1.0575473	"model3"	"tested"	""
"1b.hh_cat_2"	"Household category excluding 11+"	1	0			1	1	"model3"	"tested"	""
"2.hh_cat_2"	"Household category excluding 11+"	1.0508506	.00343542	15.171965	5.423e-52	1.0441388	1.0576055	"model3"	"tested"	""
"3.hh_cat_2"	"Household category excluding 11+"	1.0298084	.00663369	4.5597941	5.120e-06	1.0168883	1.0428926	"model3"	"tested"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"tested"	""
"1.carehome"	"Care home y/n"	8.9206662	.10462743	186.58322	0	8.7179393	9.1281074	"model3"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.2470005	.08769593	3.1388487	.00169613	1.0864393	1.4312906	"model3"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	1.1775139	.02931293	6.5640683	5.236e-11	1.1214407	1.2363908	"model3"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	1.2567376	.1393972	2.0602179	.03937771	1.0111822	1.5619236	"model3"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	1.99479	.20081348	6.8594991	6.910e-12	1.6375991	2.4298909	"model3"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	1.7661657	.19712834	5.0962453	3.465e-07	1.4191414	2.1980483	"model3"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	1.5304443	.14076523	4.6268026	3.714e-06	1.2779881	1.8327711	"model3"	"positivetest"	""
"8.ethnicity_16"	"Eth 16 categories"	1.9415074	.05070176	25.405856	2.17e-142	1.8446341	2.0434681	"model3"	"positivetest"	""
"9.ethnicity_16"	"Eth 16 categories"	1.9868942	.0565473	24.124004	1.40e-128	1.8790979	2.1008742	"model3"	"positivetest"	""
"10.ethnicity_16"	"Eth 16 categories"	1.092142	.08156837	1.1801432	.23794328	.94342145	1.2643067	"model3"	"positivetest"	""
"11.ethnicity_16"	"Eth 16 categories"	2.2703504	.08030018	23.182238	6.88e-119	2.1182962	2.4333193	"model3"	"positivetest"	""
"12.ethnicity_16"	"Eth 16 categories"	1.5522193	.08516006	8.0141863	1.109e-15	1.3939694	1.7284344	"model3"	"positivetest"	""
"13.ethnicity_16"	"Eth 16 categories"	1.9652494	.08048544	16.496899	3.862e-61	1.8136659	2.1295019	"model3"	"positivetest"	""
"14.ethnicity_16"	"Eth 16 categories"	1.5543114	.11267429	6.0839257	1.173e-09	1.3484449	1.7916075	"model3"	"positivetest"	""
"15.ethnicity_16"	"Eth 16 categories"	.6339225	.0947736	-3.0489504	.00229642	.47291011	.849755	"model3"	"positivetest"	""
"16.ethnicity_16"	"Eth 16 categories"	1.679062	.07585404	11.471363	1.837e-30	1.5367828	1.8345138	"model3"	"positivetest"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0692015	.01583605	4.5177005	6.251e-06	1.0386096	1.1006945	"model3"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"positivetest"	""
"1.male"	"Male"	1.0147152	.01150744	1.2881182	.19770482	.99240984	1.0375219	"model3"	"positivetest"	""
"age1"	"Age spline 1"	1.0276711	.00249386	11.247798	2.374e-29	1.0227948	1.0325706	"model3"	"positivetest"	""
"age2"	"Age spline 2"	.86100593	.00595705	-21.630328	9.31e-104	.84940914	.87276105	"model3"	"positivetest"	""
"age3"	"Age spline 3"	1.6298608	.02967411	26.830732	1.42e-158	1.5727261	1.6890711	"model3"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1030585	.02151233	5.0294636	4.919e-07	1.0616908	1.1460381	"model3"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2268841	.02353362	10.660086	1.565e-26	1.1816153	1.2738871	"model3"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3841338	.02587749	17.387568	1.025e-67	1.3343329	1.4357935	"model3"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4936532	.02824649	21.216471	6.73e-100	1.4393045	1.5500541	"model3"	"positivetest"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0208359	.00097876	21.508263	1.30e-102	1.0189194	1.0227561	"model3"	"positivetest"	""
"hba1c_pct"	"HbA1c %"	1.0774223	.00628894	12.775592	2.244e-37	1.0651665	1.0898192	"model3"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0083604	.00032876	25.536293	7.80e-144	1.0077163	1.009005	"model3"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0450392	.01276196	3.6074827	.00030918	1.0203232	1.0703539	"model3"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.59195451	.01240609	-25.018096	3.89e-138	.56813165	.61677632	"model3"	"positivetest"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"positivetest"	""
"1.hypertension"	"Diagnosed hypertension"	.98008687	.01321059	-1.492252	.13563309	.95453361	1.0063242	"model3"	"positivetest"	""
"bp_map"	"Mean Arterial Pressure"	.99964618	.00024808	-1.4259829	.15387327	.99916007	1.0001325	"model3"	"positivetest"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"positivetest"	""
"1.asthma"	"Asthma category"	1.0293602	.01490921	1.9978955	.045728	1.0005495	1.0590004	"model3"	"positivetest"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.4509968	.02585217	20.893207	6.173e-97	1.401202	1.5025612	"model3"	"positivetest"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2456775	.01856122	14.743098	3.408e-49	1.2098242	1.2825932	"model3"	"positivetest"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"positivetest"	""
"1.dm_type"	"Diabetes Type"	.99162222	.05185994	-.1608677	.87219761	.89501444	1.0986578	"model3"	"positivetest"	""
"2.dm_type"	"Diabetes Type"	1.1710906	.02059309	8.9814933	2.671e-19	1.1314165	1.2121559	"model3"	"positivetest"	""
"3.dm_type"	"Diabetes Type"	1.0034776	.02637616	.13207716	.89492326	.95309038	1.0565288	"model3"	"positivetest"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"positivetest"	""
"1.cancer"	"Cancer"	1.2698902	.02198219	13.802783	2.452e-43	1.2275285	1.3137137	"model3"	"positivetest"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"positivetest"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.489732	.06522201	9.1043122	8.681e-20	1.3672303	1.6232097	"model3"	"positivetest"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"positivetest"	""
"1.stroke"	"Stroke"	1.463219	.02974635	18.723575	3.181e-78	1.4060635	1.5226979	"model3"	"positivetest"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"positivetest"	""
"1.dementia"	"Dementia"	2.3279117	.08590041	22.898836	4.77e-116	2.1654941	2.5025111	"model3"	"positivetest"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"positivetest"	""
"1.other_neuro"	"Neurological disease"	1.6633719	.05411423	15.641016	3.826e-55	1.5606207	1.7728883	"model3"	"positivetest"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"positivetest"	""
"1.egfr60"	"CKD defined by egfr<60"	1.3158275	.02186586	16.5166	2.787e-61	1.2736616	1.3593893	"model3"	"positivetest"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"positivetest"	""
"1.esrf"	"end stage renal failure"	5.0036443	.25596711	31.47553	1.88e-217	4.5262886	5.5313433	"model3"	"positivetest"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"positivetest"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.88113332	.05000809	-2.2297231	.02576583	.788374	.98480662	"model3"	"positivetest"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"positivetest"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.063494	.02212893	2.9584967	.00309144	1.0209946	1.1077625	"model3"	"positivetest"	""
"1b.hh_cat_2"	"Household category excluding 11+"	1	0			1	1	"model3"	"positivetest"	""
"2.hh_cat_2"	"Household category excluding 11+"	1.2643006	.01682003	17.627954	1.503e-69	1.2317601	1.2977009	"model3"	"positivetest"	""
"3.hh_cat_2"	"Household category excluding 11+"	1.3469984	.0298521	13.441002	3.477e-41	1.2897419	1.4067967	"model3"	"positivetest"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"positivetest"	""
"1.carehome"	"Care home y/n"	6.7830654	.2353501	55.176089	0	6.3371225	7.2603892	"model3"	"positivetest"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"ae"	""
"2.ethnicity_16"	"Eth 16 categories"	1.0941238	.01802417	5.4604835	4.748e-08	1.0593613	1.130027	"model3"	"ae"	""
"3.ethnicity_16"	"Eth 16 categories"	.92653886	.00553988	-12.76098	2.708e-37	.91574428	.93746069	"model3"	"ae"	""
"4.ethnicity_16"	"Eth 16 categories"	1.0145998	.02745443	.5356481	.59220178	.96219218	1.069862	"model3"	"ae"	""
"5.ethnicity_16"	"Eth 16 categories"	1.0162271	.03272455	.49987014	.61716652	.95407027	1.0824333	"model3"	"ae"	""
"6.ethnicity_16"	"Eth 16 categories"	.93368627	.03123903	-2.0507899	.04028741	.87442323	.99696578	"model3"	"ae"	""
"7.ethnicity_16"	"Eth 16 categories"	.95011836	.02339363	-2.0781869	.03769215	.90535644	.99709337	"model3"	"ae"	""
"8.ethnicity_16"	"Eth 16 categories"	.82812678	.00762615	-20.478954	3.317e-93	.81331388	.84320947	"model3"	"ae"	""
"9.ethnicity_16"	"Eth 16 categories"	.7714678	.00804948	-24.86686	1.70e-136	.75585134	.78740692	"model3"	"ae"	""
"10.ethnicity_16"	"Eth 16 categories"	.72065952	.01603363	-14.724039	4.518e-49	.68990951	.75278009	"model3"	"ae"	""
"11.ethnicity_16"	"Eth 16 categories"	.89535326	.0112684	-8.7829361	1.593e-18	.87353778	.91771356	"model3"	"ae"	""
"12.ethnicity_16"	"Eth 16 categories"	1.0115876	.01621317	.71882478	.47224889	.98030425	1.0438692	"model3"	"ae"	""
"13.ethnicity_16"	"Eth 16 categories"	.95637662	.01308283	-3.2605906	.0011118	.93107545	.98236532	"model3"	"ae"	""
"14.ethnicity_16"	"Eth 16 categories"	.97419147	.0205553	-1.2392225	.21526313	.9347255	1.0153238	"model3"	"ae"	""
"15.ethnicity_16"	"Eth 16 categories"	.56413499	.01965082	-16.434213	1.088e-60	.52690544	.60399507	"model3"	"ae"	""
"16.ethnicity_16"	"Eth 16 categories"	.96716891	.01263618	-2.5550573	.01061703	.94271686	.99225518	"model3"	"ae"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0024534	.00333319	.73695078	.46115228	.9959417	1.0090076	"model3"	"ae"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"ae"	""
"1.male"	"Male"	.95611232	.00257265	-16.679371	1.852e-62	.95108329	.96116794	"model3"	"ae"	""
"age1"	"Age spline 1"	.99015247	.00052062	-18.821677	5.017e-79	.98913261	.99117339	"model3"	"ae"	""
"age2"	"Age spline 2"	.9549973	.00150017	-29.313041	7.07e-189	.95206155	.95794211	"model3"	"ae"	""
"age3"	"Age spline 3"	1.2349861	.00518224	50.297882	0	1.2248707	1.245185	"model3"	"ae"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"ae"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0738569	.00470557	16.261497	1.852e-59	1.0646736	1.0831193	"model3"	"ae"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1406334	.00495858	30.26851	2.98e-201	1.130956	1.1503935	"model3"	"ae"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.2300103	.00532987	47.775962	0	1.2196082	1.2405012	"model3"	"ae"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3638076	.00604319	70.023095	0	1.3520145	1.3757037	"model3"	"ae"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0043105	.00023167	18.646291	1.353e-77	1.0038566	1.0047647	"model3"	"ae"	""
"hba1c_pct"	"HbA1c %"	1.0469945	.00165056	29.130696	1.47e-186	1.0437645	1.0502345	"model3"	"ae"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0120966	.000041	296.85192	0	1.0120163	1.012177	"model3"	"ae"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"ae"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0759573	.00323738	24.33195	9.00e-131	1.0696309	1.0823212	"model3"	"ae"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.3274658	.00522583	71.956744	0	1.3172627	1.3377478	"model3"	"ae"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"ae"	""
"1.hypertension"	"Diagnosed hypertension"	1.0181234	.0032104	5.6960775	1.226e-08	1.0118506	1.0244352	"model3"	"ae"	""
"bp_map"	"Mean Arterial Pressure"	1.0000795	7.369e-06	10.785738	4.020e-27	1.000065	1.0000939	"model3"	"ae"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"ae"	""
"1.asthma"	"Asthma category"	1.1846567	.00388771	51.635436	0	1.1770614	1.1923011	"model3"	"ae"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3394794	.00558456	70.104757	0	1.3285785	1.3504698	"model3"	"ae"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"ae"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.5094562	.00528585	117.58136	0	1.4991316	1.5198519	"model3"	"ae"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"ae"	""
"1.dm_type"	"Diabetes Type"	1.2283978	.01410412	17.91637	8.788e-72	1.201063	1.2563548	"model3"	"ae"	""
"2.dm_type"	"Diabetes Type"	1.0107014	.00455259	2.363141	.01812077	1.0018177	1.0196638	"model3"	"ae"	""
"3.dm_type"	"Diabetes Type"	1.0302942	.00664756	4.6255369	3.736e-06	1.0173473	1.0434059	"model3"	"ae"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"ae"	""
"1.cancer"	"Cancer"	1.3307778	.00535525	71.012114	0	1.320323	1.3413154	"model3"	"ae"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"ae"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.7187199	.01658989	56.107912	0	1.6865099	1.751545	"model3"	"ae"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"ae"	""
"1.stroke"	"Stroke"	1.5520531	.00769119	88.705246	0	1.5370516	1.567201	"model3"	"ae"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"ae"	""
"1.dementia"	"Dementia"	1.7030164	.02075322	43.689011	0	1.6628227	1.7441816	"model3"	"ae"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"ae"	""
"1.other_neuro"	"Neurological disease"	1.510185	.01262599	49.306783	0	1.4856402	1.5351354	"model3"	"ae"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"ae"	""
"1.egfr60"	"CKD defined by egfr<60"	1.121577	.00461852	27.862809	7.54e-171	1.1125613	1.1306658	"model3"	"ae"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"ae"	""
"1.esrf"	"end stage renal failure"	1.960964	.03715969	35.538083	1.27e-276	1.8894683	2.0351651	"model3"	"ae"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"ae"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1270502	.01592377	8.4652999	2.555e-17	1.0962684	1.1586964	"model3"	"ae"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"ae"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.082592	.00520685	16.499878	3.676e-61	1.0724347	1.0928455	"model3"	"ae"	""
"1b.hh_cat_2"	"Household category excluding 11+"	1	0			1	1	"model3"	"ae"	""
"2.hh_cat_2"	"Household category excluding 11+"	.98510644	.00314174	-4.7050614	2.538e-06	.97896795	.99128343	"model3"	"ae"	""
"3.hh_cat_2"	"Household category excluding 11+"	1.0281372	.0066799	4.2709249	.00001947	1.0151278	1.0413133	"model3"	"ae"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"ae"	""
"1.carehome"	"Care home y/n"	1.4834932	.02604209	22.467057	8.72e-112	1.4333197	1.535423	"model3"	"ae"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"icu"	""
"2.ethnicity_16"	"Eth 16 categories"	.35688353	.20660881	-1.7797569	.07511576	.11474787	1.1099627	"model3"	"icu"	""
"3.ethnicity_16"	"Eth 16 categories"	1.4420367	.15288533	3.4526985	.00055501	1.1714711	1.7750928	"model3"	"icu"	""
"4.ethnicity_16"	"Eth 16 categories"	1.3309884	.66828161	.56945846	.56904506	.49749746	3.5608826	"model3"	"icu"	""
"5.ethnicity_16"	"Eth 16 categories"	5.7525308	1.5119628	6.6568155	2.798e-11	3.4366391	9.6290617	"model3"	"icu"	""
"6.ethnicity_16"	"Eth 16 categories"	4.2681204	1.5215621	4.0706741	.00004688	2.1222076	8.583916	"model3"	"icu"	""
"7.ethnicity_16"	"Eth 16 categories"	2.6877403	.8598604	3.0904679	.00199841	1.4357253	5.0315667	"model3"	"icu"	""
"8.ethnicity_16"	"Eth 16 categories"	2.417174	.27562111	7.7403201	9.917e-15	1.9330748	3.022506	"model3"	"icu"	""
"9.ethnicity_16"	"Eth 16 categories"	1.9740593	.27867919	4.8175175	1.454e-06	1.4969095	2.6033038	"model3"	"icu"	""
"10.ethnicity_16"	"Eth 16 categories"	3.0875798	.73831701	4.7146402	2.421e-06	1.9323009	4.9335737	"model3"	"icu"	""
"11.ethnicity_16"	"Eth 16 categories"	3.3464944	.46199731	8.7495647	2.142e-18	2.5531612	4.3863368	"model3"	"icu"	""
"12.ethnicity_16"	"Eth 16 categories"	2.4437429	.45871803	4.7601349	1.935e-06	1.6915133	3.5304952	"model3"	"icu"	""
"13.ethnicity_16"	"Eth 16 categories"	4.000408	.52784036	10.507251	7.999e-26	3.0888094	5.1810462	"model3"	"icu"	""
"14.ethnicity_16"	"Eth 16 categories"	2.4278345	.60210856	3.5765784	.00034812	1.4932039	3.9474717	"model3"	"icu"	""
"15.ethnicity_16"	"Eth 16 categories"	3.4537502	1.1053176	3.8729028	.00010755	1.8444949	6.4670226	"model3"	"icu"	""
"16.ethnicity_16"	"Eth 16 categories"	3.4769462	.52189277	8.3021112	1.023e-16	2.5907879	4.666208	"model3"	"icu"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0796735	.0711021	1.1640489	.24440419	.94893485	1.2284245	"model3"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"icu"	""
"1.male"	"Male"	2.5812683	.13597702	18.00133	1.902e-72	2.328055	2.8620226	"model3"	"icu"	""
