eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	3.4087196	1.7605846	2.3743466	.01758004	1.2386553	9.3806324	"model0"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	1.1296201	.4006373	.34365165	.73110828	.56369032	2.263728	"model0"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	.96462919	.19761053	-.17578901	.86045971	.6456338	1.4412341	"model0"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	2.6955325	2.2671217	1.1789744	.23840836	.51847469	14.013982	"model0"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	2.0689095	.53101195	2.8325954	.00461718	1.2510359	3.4214737	"model0"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	1.8022151	.64606052	1.6430882	.10036469	.89262022	3.6387021	"model0"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	4.2990279	1.3245669	4.733362	2.208e-06	2.3502164	7.8638038	"model0"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	2.7638983	.73842362	3.805262	.00014165	1.6372263	4.6658996	"model0"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.0112274	.57116548	2.4604698	.01387552	1.1527356	3.5090749	"model0"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	5.2925424	1.8072424	4.8797863	1.062e-06	2.7102221	10.335317	"model0"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	2.2973863	.72832274	2.6237019	.00869799	1.234196	4.2764551	"model0"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.5622582	.3587273	1.9429075	.05202733	.99609114	2.4502284	"model0"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.92349904	.27052556	-.27168285	.78586589	.52010303	1.6397722	"model0"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	4.9446802	1.7724945	4.4587689	8.243e-06	2.4491326	9.9830699	"model0"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.8554713	.39609614	2.8956067	.00378426	1.2210804	2.8194488	"model0"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	1.925677	.4380974	2.8803023	.00397294	1.2329131	3.0076991	"model0"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	1.320815	.25000439	1.4700357	.14155208	.91143607	1.9140697	"model0"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	2.7320075	.56507682	4.8591052	1.179e-06	1.821474	4.097706	"model0"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	1.3530423	.72089827	.56748628	.57038385	.47620378	3.8444116	"model0"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.2973667	.35340547	.9557069	.33922034	.76066534	2.2127476	"model0"	"ventilated"
"ventilated"	"24o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.27365183	.23469778	-1.5109859	.13079204	.05095237	1.4697121	"model0"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	3.644146	1.6267111	2.8968423	.00376939	1.5192447	8.7410538	"model0"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	3.381279	1.1425751	3.6052393	.00031187	1.7436114	6.5571077	"model0"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	1.2755164	.39757613	.78072683	.43496318	.69241758	2.3496545	"model0"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	2.5430603	.80723929	2.9404065	.00327782	1.3650898	4.7375315	"model0"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	1.5248928	.52506998	1.2253397	.22044727	.77650287	2.9945776	"model0"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"_cons"	"Constant"	.30476568	.26292819	-1.377282	.16842509	.05618435	1.653167	"model0"	"ventilated"
"ventilated"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.eth5"	"Eth 5 categories"	1.2968158	.18147313	1.8573428	.06326241	.98574207	1.706056	"model1"	"ventilated"
"ventilated"	"3.eth5"	"Eth 5 categories"	1.0636373	.19821083	.33106431	.74059591	.73819405	1.5325568	"model1"	"ventilated"
"ventilated"	"4.eth5"	"Eth 5 categories"	1.0336852	.30860155	.11097247	.91163817	.57579293	1.8557107	"model1"	"ventilated"
"ventilated"	"5.eth5"	"Eth 5 categories"	1.3976473	.36945199	1.2665211	.20532659	.83251532	2.3464047	"model1"	"ventilated"
"ventilated"	"6.eth5"	"Eth 5 categories"	1.1376262	.11754988	1.2478944	.21206972	.92906414	1.3930075	"model1"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"1.male"	"Male"	1.5532143	.13429296	5.0927576	3.529e-07	1.3110987	1.8400406	"model1"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	1.0189706	.02552934	.75009319	.45319858	.97014264	1.070256	"model1"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.0670795	.0702989	.98551592	.32437071	.93782083	1.2141538	"model1"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.70871297	.12192578	-2.0013256	.04535731	.5058609	.99290947	"model1"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.97829283	.13565621	-.15826657	.87424675	.7454799	1.2838131	"model1"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1168882	.15446812	.79931069	.42411028	.8517	1.4646464	"model1"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1924393	.16029163	1.3093047	.19043114	.91625208	1.5518781	"model1"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.98041674	.13279033	-.14602148	.88390443	.75183346	1.2784972	"model1"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	1.0946	.1991887	.4967141	.61939068	.76622963	1.5636947	"model1"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.59580014	.1366135	-2.2584525	.02391746	.38012379	.93384792	"model1"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	3.3591936	1.7369508	2.3433813	.01910984	1.2192733	9.2548419	"model1"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	1.1196054	.39833878	.31754087	.75083323	.55746839	2.248587	"model1"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	.97324355	.19985811	-.13207	.89492892	.65076633	1.4555194	"model1"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	2.6063381	2.1979763	1.1359229	.25598883	.49910934	13.61024	"model1"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	2.0693599	.53304613	2.8232453	.00475402	1.2490366	3.4284429	"model1"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	1.7916936	.64475053	1.6205438	.10511552	.88502253	3.627214	"model1"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	4.5423561	1.4328758	4.7977708	1.604e-06	2.4477756	8.4292854	"model1"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	2.6979446	.72584598	3.6890521	.00022509	1.5923136	4.5712759	"model1"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.0129024	.57394616	2.4535082	.01414703	1.1511093	3.5198885	"model1"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	5.4001273	1.8473783	4.9296326	8.238e-07	2.7619053	10.558427	"model1"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	2.1766226	.69622566	2.4315698	.01503355	1.1628225	4.0742983	"model1"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.5544055	.36020863	1.903446	.05698237	.98698827	2.4480297	"model1"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.92492169	.27541641	-.26209996	.79324438	.51598895	1.6579427	"model1"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	4.8820749	1.7585948	4.4017378	.00001074	2.4098455	9.8905326	"model1"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.8417326	.39808662	2.8254115	.00472199	1.2057052	2.8132737	"model1"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	1.8780872	.43312938	2.7328361	.00627916	1.1951142	2.9513592	"model1"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	1.3103335	.25072966	1.4125139	.15779869	.90054652	1.906591	"model1"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	2.5895727	.54397393	4.5295552	5.911e-06	1.7156235	3.908717	"model1"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	1.2829102	.68575454	.4660747	.64116203	.44999029	3.6575425	"model1"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.2847664	.3536244	.91038075	.36262175	.7490934	2.2034967	"model1"	"ventilated"
"ventilated"	"24o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.24645027	.21206284	-1.6277111	.10358617	.04563486	1.3309505	"model1"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	3.5693179	1.5968039	2.8441245	.00445336	1.4851955	8.5780152	"model1"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	3.3417189	1.1344412	3.5539392	.00037951	1.7179299	6.5003149	"model1"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	1.2265586	.38622066	.6485371	.51663762	.66169926	2.2736099	"model1"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	2.5175226	.80026075	2.9045115	.00367827	1.3501953	4.6940766	"model1"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	1.5362177	.53327769	1.2367555	.21617789	.77798168	3.0334451	"model1"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"_cons"	"Constant"	.26936386	.23364086	-1.512246	.13047129	.04920667	1.4745335	"model1"	"ventilated"
"ventilated"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.eth5"	"Eth 5 categories"	1.3736471	.24654664	1.7687967	.07692781	.96627063	1.9527723	"model2"	"ventilated"
"ventilated"	"3.eth5"	"Eth 5 categories"	1.1791815	.27956297	.69520401	.48692746	.74092778	1.8766592	"model2"	"ventilated"
"ventilated"	"4.eth5"	"Eth 5 categories"	1.0785322	.39070206	.20869665	.83468506	.53025212	2.1937334	"model2"	"ventilated"
"ventilated"	"5.eth5"	"Eth 5 categories"	1.4988003	.49406204	1.227603	.21959603	.78551616	2.8597788	"model2"	"ventilated"
"ventilated"	"6.eth5"	"Eth 5 categories"	1.2121653	.16706568	1.3960413	.16270206	.92522144	1.5881005	"model2"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.male"	"Male"	1.7645421	.20152277	4.97248	6.610e-07	1.4106491	2.2072171	"model2"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	.96363853	.04399062	-.81135999	.41715897	.8811632	1.0538334	"model2"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.2534148	.13749112	2.0591213	.03948262	1.0109363	1.5540531	"model2"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.46977173	.12858372	-2.7601976	.00577664	.27472613	.80329263	"model2"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0686817	.1875906	.37842008	.70511856	.75758793	1.5075221	"model2"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.3132746	.23411538	1.5287268	.12633219	.92600469	1.8625069	"model2"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4509196	.2526578	2.1373918	.03256614	1.0313789	2.0411196	"model2"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.98445088	.17065854	-.09040041	.92796903	.70086572	1.3827806	"model2"	"ventilated"
"ventilated"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0045247	.00943747	.48051907	.63085834	.98619682	1.0231931	"model2"	"ventilated"
"ventilated"	"hba1c_pct"	"HbA1c %"	1.0521379	.04655364	1.1486557	.250698	.96473896	1.1474547	"model2"	"ventilated"
"ventilated"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99856279	.00416355	-.34494005	.73013944	.99043563	1.0067566	"model2"	"ventilated"
"ventilated"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.97094803	.1114246	-.25690746	.79725021	.77537772	1.2158462	"model2"	"ventilated"
"ventilated"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.96074091	.23023027	-.16712903	.86726853	.60065603	1.5366917	"model2"	"ventilated"
"ventilated"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.hypertension"	"Diagnosed hypertension"	.87391153	.09938818	-1.1850747	.23598792	.69929762	1.0921264	"model2"	"ventilated"
"ventilated"	"bp_map"	"Mean Arterial Pressure"	.99293246	.00334558	-2.1050174	.03528979	.98639684	.99951138	"model2"	"ventilated"
"ventilated"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.asthma"	"Asthma category"	1.1272267	.1487124	.907773	.36399817	.87039068	1.4598503	"model2"	"ventilated"
"ventilated"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	.825708	.12575801	-1.2574524	.20858988	.61261232	1.1129285	"model2"	"ventilated"
"ventilated"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.65945335	.08615931	-3.1866488	.00143931	.51047251	.85191408	"model2"	"ventilated"
"ventilated"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.dm_type"	"Diabetes Type"	.77169361	.29586926	-.67596764	.49906119	.36399222	1.6360543	"model2"	"ventilated"
"ventilated"	"2.dm_type"	"Diabetes Type"	.88300297	.13218294	-.83119013	.40586623	.65847578	1.1840895	"model2"	"ventilated"
"ventilated"	"3.dm_type"	"Diabetes Type"	1.2511943	.29787587	.94130088	.34655069	.78465087	1.9951385	"model2"	"ventilated"
"ventilated"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.cancer"	"Cancer"	.93715714	.16383667	-.37125713	.71044603	.6652774	1.3201463	"model2"	"ventilated"
"ventilated"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_liver_disease"	"Chronic liver disease"	.90379402	.428306	-.21345065	.83097548	.35701538	2.2879788	"model2"	"ventilated"
"ventilated"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.stroke"	"Stroke"	.81342201	.17446701	-.96279459	.33565061	.53425151	1.2384717	"model2"	"ventilated"
"ventilated"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1o.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.other_neuro"	"Neurological disease"	.47051194	.17267583	-2.0543404	.03994276	.22918353	.96595722	"model2"	"ventilated"
"ventilated"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.egfr60"	"CKD defined by egfr<60"	.80287161	.12059198	-1.4617793	.14380169	.59812908	1.0776985	"model2"	"ventilated"
"ventilated"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.esrf"	"end stage renal failure"	.95582342	.32568966	-.13259894	.89451057	.49015916	1.8638811	"model2"	"ventilated"
"ventilated"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.85295316	.3302078	-.41084053	.68118947	.39938845	1.8216078	"model2"	"ventilated"
"ventilated"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.ra_sle_psoriasis"	"Autoimmune disease"	.86887923	.15934468	-.76640131	.44343755	.60653611	1.2446928	"model2"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	.941647	.20337188	-.27838828	.78071432	.61666624	1.4378914	"model2"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.5573236	.15783384	-2.0643008	.03898921	.31992448	.97088413	"model2"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	3.5589396	2.1108006	2.1403921	.03232309	1.1129471	11.38064	"model2"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	1.378911	.59749803	.74148514	.45839934	.58979461	3.2238266	"model2"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	1.0360307	.26519035	.13828594	.89001444	.62732491	1.7110105	"model2"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	5.7331289	6.5869264	1.519911	.12853334	.6031513	54.495061	"model2"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	1.7832992	.53841578	1.9159476	.05537176	.98679845	3.2227008	"model2"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	1.9038682	.76155524	1.6097025	.10746282	.86926604	4.169856	"model2"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	4.372192	1.7114701	3.7687713	.00016405	2.0300238	9.4166691	"model2"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	2.6041083	.83398791	2.9884929	.00280357	1.390127	4.8782449	"model2"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.1741171	.72599919	2.3257169	.02003366	1.1299069	4.1833404	"model2"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	4.9879886	1.8664097	4.2948024	.00001748	2.3956433	10.385532	"model2"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	2.486997	1.0257448	2.2089734	.02717649	1.1081614	5.5814558	"model2"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.4822995	.42972023	1.3576858	.17456342	.83979193	2.6163763	"model2"	"ventilated"
