outcome	model	eth5	estimate	p	min95	max95	idstr4	num	adjusted
"cpnsdeath"	"model0"	"South Asian"	1.9248034	7.688e-46	1.7586025	2.1067115	""	157	"Age-sex"
"cpnsdeath"	"model0"	"Black"	1.9919121	1.469e-22	1.734812	2.2871146	""	158	"Age-sex"
"cpnsdeath"	"model0"	"Mixed"	1.6005778	.00070598	1.2192028	2.1012495	""	159	"Age-sex"
"cpnsdeath"	"model0"	"Other"	1.3993051	.00136279	1.1392268	1.7187578	""	160	"Age-sex"
"cpnsdeath"	"model1"	"White"	1		1	1	""	161	"Age-sex-IMD"
"cpnsdeath"	"model1"	"South Asian"	1.6745305	1.433e-28	1.5286819	1.8342942	""	162	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Black"	1.6649281	7.272e-13	1.4484758	1.9137259	""	163	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Mixed"	1.4491655	.00758444	1.1036913	1.9027791	""	164	"Age-sex-IMD"
"cpnsdeath"	"model1"	"Other"	1.3093659	.01023328	1.0658882	1.6084606	""	165	"Age-sex-IMD"
"cpnsdeath"	"model2"	"White"	1		1	1	""	166	"+ co-morbidities"
"cpnsdeath"	"model2"	"South Asian"	1.6276384	4.621e-21	1.470715	1.8013054	""	167	"+ co-morbidities"
"cpnsdeath"	"model2"	"Black"	1.5403047	3.048e-08	1.3219597	1.7947134	""	168	"+ co-morbidities"
"cpnsdeath"	"model2"	"Mixed"	1.4932075	.00722978	1.1144708	2.0006523	""	169	"+ co-morbidities"
"cpnsdeath"	"model2"	"Other"	1.4806849	.00061744	1.1827198	1.853717	""	170	"+ co-morbidities"
"cpnsdeath"	"model3"	"White"	1		1	1	""	171	"+ household size & carehome"
"cpnsdeath"	"model3"	"South Asian"	1.7244796	5.575e-20	1.5345379	1.9379319	""	172	"+ household size & carehome"
"cpnsdeath"	"model3"	"Black"	1.6207919	2.015e-08	1.36919	1.918628	""	173	"+ household size & carehome"
"cpnsdeath"	"model3"	"Mixed"	1.5579102	.00705984	1.1283988	2.15091	""	174	"+ household size & carehome"
"cpnsdeath"	"model3"	"Other"	1.4042879	.01048194	1.0827808	1.8212592	""	175	"+ household size & carehome"
"onsdeath"	"crude"	"White"	1		1	1	""	176	"Crude"
"onsdeath"	"crude"	"South Asian"	.40247913	0	.38641772	.41920814	""	177	"Crude"
"onsdeath"	"crude"	"Black"	.45979903	2.64e-120	.43073564	.49082344	""	178	"Crude"
"onsdeath"	"crude"	"Mixed"	.25950634	1.07e-103	.22963965	.29325746	""	179	"Crude"
"onsdeath"	"crude"	"Other"	.237161	5.18e-201	.2160485	.26033665	""	180	"Crude"
"onsdeath"	"model0"	"White"	1		1	1	""	181	"Age-sex"
"onsdeath"	"model0"	"South Asian"	.94442566	.00833594	.90514708	.98540872	""	182	"Age-sex"
"onsdeath"	"model0"	"Black"	1.0276797	.42262964	.96133426	1.0986039	""	183	"Age-sex"
"onsdeath"	"model0"	"Mixed"	.90997988	.13196872	.80487387	1.0288114	""	184	"Age-sex"
"onsdeath"	"model0"	"Other"	.76775086	3.555e-08	.69888247	.84340559	""	185	"Age-sex"
"onsdeath"	"model1"	"White"	1		1	1	""	186	"Age-sex-IMD"
"onsdeath"	"model1"	"South Asian"	.8454977	1.340e-14	.81014795	.88238989	""	187	"Age-sex-IMD"
"onsdeath"	"model1"	"Black"	.88621875	.00042874	.82860142	.94784255	""	188	"Age-sex-IMD"
"onsdeath"	"model1"	"Mixed"	.84284996	.00644828	.74529415	.9531754	""	189	"Age-sex-IMD"
"onsdeath"	"model1"	"Other"	.72919932	4.791e-11	.66370631	.80115502	""	190	"Age-sex-IMD"
"onsdeath"	"model2"	"White"	1		1	1	""	191	"+ co-morbidities"
"onsdeath"	"model2"	"South Asian"	.89929086	8.786e-06	.85817017	.94238191	""	192	"+ co-morbidities"
"onsdeath"	"model2"	"Black"	.90926419	.01086705	.8450855	.97831682	""	193	"+ co-morbidities"
"onsdeath"	"model2"	"Mixed"	.90036511	.12359628	.78777385	1.0290483	""	194	"+ co-morbidities"
"onsdeath"	"model2"	"Other"	.80039	.00002761	.72126335	.88819729	""	195	"+ co-morbidities"
"onsdeath"	"model3"	"White"	1		1	1	""	196	"+ household size & carehome"
"onsdeath"	"model3"	"South Asian"	.97145482	.28531011	.9211938	1.0244581	""	197	"+ household size & carehome"
"onsdeath"	"model3"	"Black"	.9528779	.24908326	.87778881	1.0343904	""	198	"+ household size & carehome"
"onsdeath"	"model3"	"Mixed"	.93455535	.3755808	.8046073	1.0854906	""	199	"+ household size & carehome"
"onsdeath"	"model3"	"Other"	.75574114	.00001021	.66734488	.85584633	""	200	"+ household size & carehome"
"onscoviddeath"	"crude"	"White"	1		1	1	""	201	"Crude"
"onscoviddeath"	"crude"	"South Asian"	.7801478	4.844e-11	.72450053	.84006922	""	202	"Crude"
"onscoviddeath"	"crude"	"Black"	.94641865	.34401609	.84439413	1.0607703	""	203	"Crude"
"onscoviddeath"	"crude"	"Mixed"	.47925984	1.276e-10	.38300472	.59970539	""	204	"Crude"
"onscoviddeath"	"crude"	"Other"	.44191403	5.880e-21	.37267162	.52402169	""	205	"Crude"
"onscoviddeath"	"model0"	"White"	1		1	1	""	206	"Age-sex"
"onscoviddeath"	"model0"	"South Asian"	1.5611438	1.545e-28	1.4428746	1.6891074	""	207	"Age-sex"
"onscoviddeath"	"model0"	"Black"	1.7503045	1.570e-20	1.5552934	1.9697672	""	208	"Age-sex"
"onscoviddeath"	"model0"	"Mixed"	1.5215978	.00026581	1.2142717	1.9067066	""	209	"Age-sex"
"onscoviddeath"	"model0"	"Other"	1.2662616	.00736352	1.0654752	1.5048859	""	210	"Age-sex"
"onscoviddeath"	"model1"	"White"	1		1	1	""	211	"Age-sex-IMD"
"onscoviddeath"	"model1"	"South Asian"	1.3783673	2.303e-15	1.2731891	1.4922344	""	212	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Black"	1.4884243	5.526e-11	1.3215665	1.6763491	""	213	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Mixed"	1.3929556	.00400791	1.1114706	1.745728	""	214	"Age-sex-IMD"
"onscoviddeath"	"model1"	"Other"	1.1859267	.05385342	.99717813	1.4104021	""	215	"Age-sex-IMD"
"onscoviddeath"	"model2"	"White"	1		1	1	""	216	"+ co-morbidities"
"onscoviddeath"	"model2"	"South Asian"	1.3329918	1.415e-10	1.2209137	1.4553586	""	217	"+ co-morbidities"
"onscoviddeath"	"model2"	"Black"	1.3558442	5.166e-06	1.1894828	1.545473	""	218	"+ co-morbidities"
"onscoviddeath"	"model2"	"Mixed"	1.3900429	.00863581	1.0871321	1.7773545	""	219	"+ co-morbidities"
"onscoviddeath"	"model2"	"Other"	1.2388493	.02999054	1.0209669	1.5032296	""	220	"+ co-morbidities"
"onscoviddeath"	"model3"	"White"	1		1	1	""	221	"+ household size & carehome"
"onscoviddeath"	"model3"	"South Asian"	1.5776387	1.096e-17	1.4213082	1.7511641	""	222	"+ household size & carehome"
"onscoviddeath"	"model3"	"Black"	1.5768101	2.912e-09	1.3566928	1.8326404	""	223	"+ household size & carehome"
"onscoviddeath"	"model3"	"Mixed"	1.4923626	.00679759	1.1167722	1.9942707	""	224	"+ household size & carehome"
"onscoviddeath"	"model3"	"Other"	1.2118891	.12188182	.94998059	1.5460054	""	225	"+ household size & carehome"
"onsconfirmeddeath"	"crude"	"White"	1		1	1	""	226	"Crude"
"onsconfirmeddeath"	"crude"	"South Asian"	.80124729	1.106e-08	.74259997	.86452633	""	227	"Crude"
"onsconfirmeddeath"	"crude"	"Black"	.96642973	.56873202	.85935108	1.0868508	""	228	"Crude"
"onsconfirmeddeath"	"crude"	"Mixed"	.45779121	1.362e-10	.36064058	.58111262	""	229	"Crude"
"onsconfirmeddeath"	"crude"	"Other"	.44588324	2.928e-19	.3737551	.53193084	""	230	"Crude"
"onsconfirmeddeath"	"model0"	"White"	1		1	1	""	231	"Age-sex"
"onsconfirmeddeath"	"model0"	"South Asian"	1.597826	8.231e-30	1.4735162	1.7326228	""	232	"Age-sex"
"onsconfirmeddeath"	"model0"	"Black"	1.7892117	6.972e-21	1.5842908	2.0206381	""	233	"Age-sex"
"onsconfirmeddeath"	"model0"	"Mixed"	1.4502295	.0023954	1.1408431	1.8435186	""	234	"Age-sex"
"onsconfirmeddeath"	"model0"	"Other"	1.2887564	.00542002	1.0777657	1.5410521	""	235	"Age-sex"
"onsconfirmeddeath"	"model1"	"White"	1		1	1	""	236	"Age-sex-IMD"
"onsconfirmeddeath"	"model1"	"South Asian"	1.4086472	1.916e-16	1.2982349	1.5284499	""	237	"Age-sex-IMD"
"onsconfirmeddeath"	"model1"	"Black"	1.5185652	2.284e-11	1.3435449	1.716385	""	238	"Age-sex-IMD"
"onsconfirmeddeath"	"model1"	"Mixed"	1.3263644	.02112355	1.0432688	1.6862792	""	239	"Age-sex-IMD"
"onsconfirmeddeath"	"model1"	"Other"	1.2053887	.04145188	1.0072655	1.4424816	""	240	"Age-sex-IMD"
"onsconfirmeddeath"	"model2"	"White"	1		1	1	""	241	"+ co-morbidities"
"onsconfirmeddeath"	"model2"	"South Asian"	1.3599325	2.426e-11	1.2425942	1.488351	""	242	"+ co-morbidities"
"onsconfirmeddeath"	"model2"	"Black"	1.3779106	3.119e-06	1.2042078	1.5766695	""	243	"+ co-morbidities"
"onsconfirmeddeath"	"model2"	"Mixed"	1.3123068	.04227416	1.0095267	1.7058977	""	244	"+ co-morbidities"
"onsconfirmeddeath"	"model2"	"Other"	1.2517163	.02866958	1.0236752	1.5305574	""	245	"+ co-morbidities"
"onsconfirmeddeath"	"model3"	"White"	1		1	1	""	246	"+ household size & carehome"
"onsconfirmeddeath"	"model3"	"South Asian"	1.5544655	5.527e-16	1.3970761	1.7295857	""	247	"+ household size & carehome"
"onsconfirmeddeath"	"model3"	"Black"	1.5700568	8.335e-09	1.3466936	1.8304673	""	248	"+ household size & carehome"
"onsconfirmeddeath"	"model3"	"Mixed"	1.3832529	.03795618	1.0181985	1.8791901	""	249	"+ household size & carehome"
"onsconfirmeddeath"	"model3"	"Other"	1.2078221	.13731942	.94152927	1.5494306	""	250	"+ household size & carehome"
"onssuspecteddeath"	"crude"	"White"	1		1	1	""	251	"Crude"
"onssuspecteddeath"	"crude"	"South Asian"	.52032687	.00008422	.3757099	.72060932	""	252	"Crude"
"onssuspecteddeath"	"crude"	"Black"	.69946916	.14488076	.43258633	1.1310046	""	253	"Crude"
"onssuspecteddeath"	"crude"	"Mixed"	.74035271	.36987862	.38376398	1.4282793	""	254	"Crude"
"onssuspecteddeath"	"crude"	"Other"	.3922766	.0052509	.20333771	.75677517	""	255	"Crude"
"onssuspecteddeath"	"model0"	"White"	1		1	1	""	256	"Age-sex"
"onssuspecteddeath"	"model0"	"South Asian"	1.0880713	.62861808	.77288089	1.5318002	""	257	"Age-sex"
"onssuspecteddeath"	"model0"	"Black"	1.2648326	.35249452	.77080494	2.0754945	""	258	"Age-sex"
"onssuspecteddeath"	"model0"	"Mixed"	2.4035216	.00971342	1.2364696	4.6721053	""	259	"Age-sex"
"onssuspecteddeath"	"model0"	"Other"	1.0107599	.97481701	.52007093	1.9644158	""	260	"Age-sex"
"onssuspecteddeath"	"model1"	"White"	1		1	1	""	261	"Age-sex-IMD"
"onssuspecteddeath"	"model1"	"South Asian"	.98250177	.91970839	.69704971	1.3848506	""	262	"Age-sex-IMD"
"onssuspecteddeath"	"model1"	"Black"	1.1040741	.69641779	.67142502	1.8155112	""	263	"Age-sex-IMD"
"onssuspecteddeath"	"model1"	"Mixed"	2.2299446	.01814914	1.1464412	4.337469	""	264	"Age-sex-IMD"
"onssuspecteddeath"	"model1"	"Other"	.96442596	.91494689	.49611057	1.8748188	""	265	"Age-sex-IMD"
"onssuspecteddeath"	"model2"	"White"	1		1	1	""	266	"+ co-morbidities"
"onssuspecteddeath"	"model2"	"South Asian"	.98017684	.91925491	.66555151	1.4435346	""	267	"+ co-morbidities"
"onssuspecteddeath"	"model2"	"Black"	1.0851736	.77168135	.62477514	1.8848408	""	268	"+ co-morbidities"
"onssuspecteddeath"	"model2"	"Mixed"	2.4732022	.01207325	1.2194882	5.0158168	""	269	"+ co-morbidities"
"onssuspecteddeath"	"model2"	"Other"	1.1003817	.79078413	.54277971	2.2308129	""	270	"+ co-morbidities"
