parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model0"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	.91254219	.05149863	-1.6217273	.10486175	.81698866	1.0192715	"model0"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.85522718	.02393594	-5.5877216	2.301e-08	.80957712	.90345135	"model0"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	1.0918133	.177506	.54028996	.58899708	.79389084	1.5015366	"model0"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	.51472869	.13303661	-2.5695124	.01018418	.3101538	.8542395	"model0"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.1159769	.20098482	.60928137	.54233796	.78407173	1.5883807	"model0"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.82886018	.15991313	-.97290451	.33060077	.5678816	1.2097754	"model0"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	.94948743	.06712076	-.73322724	.46341984	.82664004	1.0905912	"model0"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	1.018892	.13099682	.14557105	.88426002	.79193757	1.3108873	"model0"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	1.6098838	.54164326	1.415259	.15699258	.83254727	3.1130074	"model0"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.89258426	.10293035	-.98540654	.32442442	.71201806	1.1189416	"model0"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	1.0055677	.07915239	.07053755	.94376581	.86180646	1.1733104	"model0"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	.65633155	.08815531	-3.1350822	.00171806	.50442195	.85398962	"model0"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.86540799	.119621	-1.0457894	.29565827	.66002987	1.1346926	"model0"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	1.0231889	.15999821	.14659959	.88344807	.75309821	1.3901447	"model0"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	1.0210575	.0819897	.25951603	.79523711	.87236798	1.1950901	"model0"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0005245	.01079653	.0485966	.96124078	.97958593	1.0219107	"model0"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	""
"1.male"	"Male"	1.0508726	.01121108	4.6512208	3.300e-06	1.0291274	1.0730773	"model0"	"tested"	""
"age1"	"Age spline 1"	1.0149529	.00679112	2.2182137	.02654027	1.0017295	1.0283509	"model0"	"tested"	""
"age2"	"Age spline 2"	1.0837284	.018279	4.7672015	1.868e-06	1.0484879	1.1201533	"model0"	"tested"	""
"age3"	"Age spline 3"	.76408145	.03142953	-6.5416102	6.086e-11	.70489844	.82823343	"model0"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	.91126021	.05142969	-1.6465294	.09965481	.81583495	1.017847	"model1"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.8572865	.02398622	-5.5034784	3.724e-08	.81154017	.90561155	"model1"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	1.094111	.17788827	.55319368	.58013079	.79554916	1.5047201	"model1"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	.51797018	.13387533	-2.5452057	.01092134	.31210588	.85962207	"model1"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.1092927	.19983568	.57576668	.5647729	.77930023	1.5790196	"model1"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.8272413	.15960856	-.98299009	.32561231	.56676202	1.2074348	"model1"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	.95079583	.06723596	-.71350642	.47553244	.82774041	1.0921452	"model1"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	1.0144613	.13047981	.11162939	.91111727	.78841363	1.3053196	"model1"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	1.6227567	.54581315	1.4393557	.15004977	.83936782	3.1372887	"model1"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.88637567	.10222394	-1.045838	.29563585	.70705052	1.111182	"model1"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	1.0098804	.07951867	.12486493	.90063048	.86545757	1.1784038	"model1"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	.66061705	.08872384	-3.0868731	.00202274	.5077262	.85954769	"model1"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.87349909	.12074406	-.97842633	.32786351	.66619381	1.1453133	"model1"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	1.0213301	.15971848	.13496264	.89264141	.75171439	1.3876484	"model1"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	1.023252	.08216658	.28625148	.77468551	.87424187	1.1976603	"model1"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	.99978467	.01079067	-.01995328	.98408065	.97885748	1.0211593	"model1"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"tested"	""
"1.male"	"Male"	1.0507472	.01121378	4.6383613	3.512e-06	1.0289968	1.0729572	"model1"	"tested"	""
"age1"	"Age spline 1"	1.015328	.00679375	2.2733973	.02300225	1.0020994	1.0287312	"model1"	"tested"	""
"age2"	"Age spline 2"	1.0820904	.01825078	4.6776767	2.901e-06	1.0469043	1.1184591	"model1"	"tested"	""
"age3"	"Age spline 3"	.76690323	.03154444	-6.4522315	1.102e-10	.70750376	.83128967	"model1"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.93790122	.01406652	-4.2746508	.00001914	.91073263	.9658803	"model1"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.87363137	.01324688	-8.9096306	5.120e-19	.84804998	.89998442	"model1"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.93658645	.01403879	-4.3706766	.00001239	.90947118	.96451014	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.9462373	.01534105	-3.4085595	.00065307	.9166421	.97678802	"model1"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"tested"	""
"2.ethnicity_16"	"Eth 16 categories"	.913245	.05156086	-1.6073817	.10797067	.81757829	1.0201059	"model2"	"tested"	""
"3.ethnicity_16"	"Eth 16 categories"	.88102042	.02461169	-4.5345436	5.773e-06	.83407918	.93060346	"model2"	"tested"	""
"4.ethnicity_16"	"Eth 16 categories"	1.0462117	.17023288	.27763954	.78128908	.76053201	1.4392016	"model2"	"tested"	""
"5.ethnicity_16"	"Eth 16 categories"	.52175284	.13487546	-2.5166343	.01184817	.31435863	.86597279	"model2"	"tested"	""
"6.ethnicity_16"	"Eth 16 categories"	1.1025119	.19866261	.54159824	.5880953	.7744698	1.5695026	"model2"	"tested"	""
"7.ethnicity_16"	"Eth 16 categories"	.82728058	.15964847	-.98254497	.32583144	.56674552	1.2075846	"model2"	"tested"	""
"8.ethnicity_16"	"Eth 16 categories"	.94621938	.06711132	-.77941837	.43573331	.82341682	1.0873364	"model2"	"tested"	""
"9.ethnicity_16"	"Eth 16 categories"	.99296031	.12780278	-.05488808	.95622763	.7715689	1.277877	"model2"	"tested"	""
"10.ethnicity_16"	"Eth 16 categories"	1.5129061	.5090367	1.2305441	.21849344	.78237375	2.9255644	"model2"	"tested"	""
"11.ethnicity_16"	"Eth 16 categories"	.89364485	.10314524	-.97423349	.32994062	.71271937	1.1204987	"model2"	"tested"	""
"12.ethnicity_16"	"Eth 16 categories"	1.0078119	.07946236	.09869301	.92138202	.86350591	1.1762339	"model2"	"tested"	""
"13.ethnicity_16"	"Eth 16 categories"	.67180583	.09026857	-2.9604423	.00307198	.51626219	.87421291	"model2"	"tested"	""
"14.ethnicity_16"	"Eth 16 categories"	.89630674	.12395741	-.79157034	.42861125	.68349793	1.1753741	"model2"	"tested"	""
"15.ethnicity_16"	"Eth 16 categories"	1.0206735	.15985789	.13065207	.89605055	.75088194	1.3874011	"model2"	"tested"	""
"16.ethnicity_16"	"Eth 16 categories"	1.0536524	.08462794	.65069066	.51524619	.90018132	1.2332886	"model2"	"tested"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0149835	.01108098	1.3622579	.17311651	.99349585	1.0369358	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	1.030332	.01135142	2.712212	.00668358	1.0083221	1.0528223	"model2"	"tested"	""
"age1"	"Age spline 1"	1.0167245	.00686839	2.4552395	.01407907	1.0033514	1.0302758	"model2"	"tested"	""
"age2"	"Age spline 2"	1.0581158	.01803315	3.3146043	.00091773	1.0233553	1.0940571	"model2"	"tested"	""
"age3"	"Age spline 3"	.82100858	.03412808	-4.7445009	2.090e-06	.7567711	.89069878	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.93670639	.0140554	-4.3575356	.00001315	.90955946	.96466356	"model2"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.87619604	.01328765	-8.7150701	2.906e-18	.85053596	.90263027	"model2"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.93406358	.01401801	-4.545096	5.491e-06	.90698893	.96194644	"model2"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.94669752	.01537761	-3.3721726	.00074578	.91703267	.97732199	"model2"	"tested"	""
"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"tested"	""
"2.bmicat_sa"	"BMI with SA categories"	1.0550322	.0193377	2.922758	.00346946	1.0178037	1.0936224	"model2"	"tested"	""
"3.bmicat_sa"	"BMI with SA categories"	1.0623337	.0206542	3.1101307	.00187005	1.0226138	1.1035964	"model2"	"tested"	""
"4.bmicat_sa"	"BMI with SA categories"	1.0814505	.02419689	3.4996673	.00046584	1.0350503	1.1299308	"model2"	"tested"	""
"5.bmicat_sa"	"BMI with SA categories"	1.063047	.03229623	2.0124304	.04417458	1.0015952	1.128269	"model2"	"tested"	""
"6.bmicat_sa"	"BMI with SA categories"	1.2180401	.05066153	4.7422564	2.114e-06	1.1226848	1.3214944	"model2"	"tested"	""
"7.bmicat_sa"	"BMI with SA categories"	1.0506494	.02269445	2.2873851	.02217336	1.0070975	1.0960847	"model2"	"tested"	""
"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"tested"	""
"1.hba1ccat"	"HbA1c category"	1.0426772	.02257037	1.9306349	.05352822	.99936533	1.0878661	"model2"	"tested"	""
"2.hba1ccat"	"HbA1c category"	1.0910043	.04125407	2.30341	.02125579	1.0130714	1.1749325	"model2"	"tested"	""
"3.hba1ccat"	"HbA1c category"	1.0584585	.0387435	1.5521283	.12063153	.98518258	1.1371846	"model2"	"tested"	""
"4.hba1ccat"	"HbA1c category"	1.1027713	.03967278	2.7192481	.00654305	1.0276921	1.1833355	"model2"	"tested"	""
"5.hba1ccat"	"HbA1c category"	.93944542	.010663	-5.5034206	3.725e-08	.91877707	.96057871	"model2"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0015446	.00034739	4.4498307	8.594e-06	1.000864	1.0022257	"model2"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0159351	.01015799	1.5811562	.11384232	.99621959	1.0360407	"model2"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.9109952	.02101174	-4.0415904	.00005309	.87072992	.95312247	"model2"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	1.0064849	.01062654	.61222885	.54038636	.98587128	1.0275295	"model2"	"tested"	""
"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"tested"	""
"2.bp_cat"	"Blood pressure four levels non-missing"	1.0012572	.014514	.08667677	.93092845	.97321063	1.0301121	"model2"	"tested"	""
"3.bp_cat"	"Blood pressure four levels non-missing"	.99430609	.01267863	-.4478144	.65428715	.96976439	1.0194689	"model2"	"tested"	""
"4.bp_cat"	"Blood pressure four levels non-missing"	.99979899	.01307183	-.01537585	.98773233	.97450416	1.0257504	"model2"	"tested"	""
"5.bp_cat"	"Blood pressure four levels non-missing"	.76406206	.02168829	-9.4804089	2.533e-21	.72271462	.80777503	"model2"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"tested"	""
"1.asthma"	"Asthma category"	1.0286029	.01554933	1.8655558	.06210354	.99857385	1.059535	"model2"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.119862	.01562175	8.1152584	4.848e-16	1.0896587	1.1509025	"model2"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.0178512	.0109743	1.6410701	.10078287	.99656764	1.0395893	"model2"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.1265937	.06775709	1.9819096	.04748936	1.0013208	1.2675392	"model2"	"tested"	""
"2.dm_type"	"Diabetes Type"	.98233424	.01622899	-1.0788593	.28065044	.95103547	1.0146631	"model2"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.0412617	.02521775	1.6695162	.09501513	.99299048	1.0918794	"model2"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"tested"	""
"1.cancer"	"Cancer"	1.0272957	.01357731	2.037579	.04159206	1.0010263	1.0542544	"model2"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.9956636	.04316562	-.10024136	.92015271	.91455529	1.0839651	"model2"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"tested"	""
"1.stroke"	"Stroke"	1.0396325	.01198649	3.3711061	.00074867	1.0164029	1.0633931	"model2"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"tested"	""
"1.dementia"	"Dementia"	1.0318029	.01401798	2.3044213	.02119901	1.0046907	1.0596467	"model2"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.1387805	.01885507	7.8490064	4.193e-15	1.1024184	1.176342	"model2"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.0196668	.01064598	1.8653889	.06212691	.99901306	1.0407475	"model2"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"tested"	""
"1.esrf"	"end stage renal failure"	1.2739718	.12383557	2.4910358	.01273713	1.0529781	1.5413465	"model2"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1681261	.08483516	2.139771	.03237328	1.0131441	1.346816	"model2"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0228697	.01850979	1.2495701	.21145665	.98722703	1.0597993	"model2"	"tested"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"crude"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.243982	.16211294	1.6752707	.09388113	.96357921	1.6059823	"crude"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	.84520329	.06176764	-2.3012809	.02137576	.73241155	.975365	"crude"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	.79824774	.35756419	-.50305423	.61492615	.33178258	1.9205332	"crude"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	.2687248	.26879361	-1.3137311	.18893672	.03783452	1.9086542	"crude"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	.99923944	.44756616	-.00169868	.99864465	.41534654	2.4039672	"crude"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	.35780491	.25323546	-1.4521672	.14645513	.0893739	1.432458	"crude"	"positivetest"	""
"8.ethnicity_16"	"Eth 16 categories"	1.0274903	.18146563	.15355355	.87796177	.7268529	1.4524758	"crude"	"positivetest"	""
"9.ethnicity_16"	"Eth 16 categories"	.53963054	.22057064	-1.5091863	.13125118	.24219945	1.2023195	"crude"	"positivetest"	""
"10.ethnicity_16"	"Eth 16 categories"	.94055427	.94283387	-.06113775	.9512495	.13186188	6.7088555	"crude"	"positivetest"	""
"11.ethnicity_16"	"Eth 16 categories"	1.0431398	.28019139	.15723985	.87505583	.61617845	1.7659506	"crude"	"positivetest"	""
"12.ethnicity_16"	"Eth 16 categories"	1.2778705	.22488005	1.3933095	.16352622	.90509078	1.8041871	"crude"	"positivetest"	""
"13.ethnicity_16"	"Eth 16 categories"	.46353722	.15568866	-2.289179	.02206896	.23998869	.89532031	"crude"	"positivetest"	""
"14.ethnicity_16"	"Eth 16 categories"	.45119921	.2024207	-1.7739551	.07607057	.18728168	1.0870296	"crude"	"positivetest"	""
"15.ethnicity_16"	"Eth 16 categories"	.84135035	.37665642	-.38587116	.69959209	.34987287	2.0232218	"crude"	"positivetest"	""
"16.ethnicity_16"	"Eth 16 categories"	.96175126	.19021697	-.19718403	.84368352	.65269535	1.4171473	"crude"	"positivetest"	""
"17.ethnicity_16"	"Eth 16 categories"	1.0056841	.02964182	.1923029	.84750495	.94923342	1.0654919	"crude"	"positivetest"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model0"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.1943341	.15564107	1.3627534	.17296025	.92512519	1.5418822	"model0"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	1.0231925	.07407158	.31671258	.7514617	.88784397	1.1791744	"model0"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	.90653213	.40631881	-.21893378	.82670163	.37658606	2.1822383	"model0"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	.43008785	.43029382	-.84336191	.39902607	.06052684	3.0560915	"model0"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	1.3729924	.61575575	.70682001	.47967834	.57006411	3.3068355	"model0"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	.4952493	.35056649	-.99270389	.32085428	.1236783	1.9831439	"model0"	"positivetest"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1289141	.19992759	.68468723	.49354131	.79783936	1.5973731	"model0"	"positivetest"	""
"9.ethnicity_16"	"Eth 16 categories"	.79199262	.32407469	-.56991559	.56873495	.35515572	1.7661332	"model0"	"positivetest"	""
"10.ethnicity_16"	"Eth 16 categories"	1.193523	1.2005749	.1758703	.86039584	.16618809	8.5715956	"model0"	"positivetest"	""
"11.ethnicity_16"	"Eth 16 categories"	1.4001824	.37691443	1.2504295	.2111427	.82613321	2.373117	"model0"	"positivetest"	""
"12.ethnicity_16"	"Eth 16 categories"	1.2732232	.22408983	1.3724369	.16992748	.90176083	1.7977021	"model0"	"positivetest"	""
"13.ethnicity_16"	"Eth 16 categories"	1.0290405	.34695446	.08490498	.93233693	.53142104	1.9926278	"model0"	"positivetest"	""
"14.ethnicity_16"	"Eth 16 categories"	.61261368	.27485784	-1.092177	.2747553	.25426291	1.4760136	"model0"	"positivetest"	""
"15.ethnicity_16"	"Eth 16 categories"	.87781094	.39307381	-.29103915	.77102138	.36495772	2.111346	"model0"	"positivetest"	""
"16.ethnicity_16"	"Eth 16 categories"	1.2600626	.24949286	1.1674795	.24301679	.85477908	1.8575065	"model0"	"positivetest"	""
"17.ethnicity_16"	"Eth 16 categories"	.99987023	.02952996	-.00439408	.99649404	.94363585	1.0594558	"model0"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	""
"1.male"	"Male"	1.3938201	.03801575	12.174309	4.260e-34	1.3212671	1.4703571	"model0"	"positivetest"	""
"age1"	"Age spline 1"	.97627496	.02811776	-.83368484	.4044586	.92269175	1.0329699	"model0"	"positivetest"	""
"age2"	"Age spline 2"	1.3575476	.09341225	4.4424035	8.896e-06	1.1862719	1.5535522	"model0"	"positivetest"	""
"age3"	"Age spline 3"	.40464314	.06665041	-5.4928512	3.955e-08	.29299981	.55882655	"model0"	"positivetest"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.1932021	.15550255	1.355398	.17529079	.92423464	1.5404435	"model1"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	1.0221084	.07399361	.30206618	.76260161	.88690236	1.1779262	"model1"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	.89946598	.40316759	-.23638324	.8131353	.37363772	2.1653035	"model1"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	.42650314	.42671173	-.851719	.39437007	.06002116	3.0306799	"model1"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	1.3602713	.6102569	.6858324	.49281881	.56461447	3.2771708	"model1"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	.49322526	.34913462	-.99848686	.31804333	.12317242	1.9750457	"model1"	"positivetest"	""
"8.ethnicity_16"	"Eth 16 categories"	1.1194764	.19836687	.63692758	.52417202	.79101614	1.584326	"model1"	"positivetest"	""
"9.ethnicity_16"	"Eth 16 categories"	.78474255	.32116685	-.59228176	.55366193	.35185285	1.7502227	"model1"	"positivetest"	""
"10.ethnicity_16"	"Eth 16 categories"	1.1904233	1.1974232	.17328995	.86242352	.16576568	8.5488598	"model1"	"positivetest"	""
"11.ethnicity_16"	"Eth 16 categories"	1.3977841	.3763206	1.24389	.21354005	.82465833	2.3692242	"model1"	"positivetest"	""
"12.ethnicity_16"	"Eth 16 categories"	1.2615752	.22211739	1.3197573	.18691605	.89340342	1.7814708	"model1"	"positivetest"	""
"13.ethnicity_16"	"Eth 16 categories"	1.0270503	.34629784	.07915984	.93690549	.53037865	1.9888287	"model1"	"positivetest"	""
"14.ethnicity_16"	"Eth 16 categories"	.60690625	.27230461	-1.1130087	.26570467	.25188797	1.4622977	"model1"	"positivetest"	""
"15.ethnicity_16"	"Eth 16 categories"	.87773783	.39305916	-.29121174	.77088938	.3649126	2.1112554	"model1"	"positivetest"	""
"16.ethnicity_16"	"Eth 16 categories"	1.258399	.24916692	1.1607911	.24572685	.85364598	1.8550641	"model1"	"positivetest"	""
"17.ethnicity_16"	"Eth 16 categories"	1.001386	.02958419	.0468831	.9626064	.9450489	1.0610816	"model1"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	""
"1.male"	"Male"	1.3930325	.03801134	12.14813	5.869e-34	1.3204888	1.4695616	"model1"	"positivetest"	""
"age1"	"Age spline 1"	.97630034	.02810688	-.83312628	.40477351	.92273725	1.0329727	"model1"	"positivetest"	""
"age2"	"Age spline 2"	1.3566398	.09333159	4.4335466	9.270e-06	1.1855099	1.5524726	"model1"	"positivetest"	""
"age3"	"Age spline 3"	.40568304	.06681608	-5.4777295	4.308e-08	.29376076	.56024747	"model1"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.076113	.04551391	1.7343888	.08284913	.99050473	1.1691204	"model1"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0754144	.04557885	1.7154699	.08625912	.98969121	1.1685626	"model1"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0935334	.04550959	2.1484993	.03167411	1.0078771	1.1864693	"model1"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0878261	.04712721	1.9431364	.05199968	.99927126	1.1842286	"model1"	"positivetest"	""
"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"positivetest"	""
"2.ethnicity_16"	"Eth 16 categories"	1.2022077	.15678789	1.4120869	.15792437	.9310407	1.5523525	"model2"	"positivetest"	""
"3.ethnicity_16"	"Eth 16 categories"	1.0438766	.0754724	.59393171	.55255779	.90595623	1.2027937	"model2"	"positivetest"	""
"4.ethnicity_16"	"Eth 16 categories"	.84304985	.37810611	-.38066885	.70344899	.3500186	2.0305579	"model2"	"positivetest"	""
"5.ethnicity_16"	"Eth 16 categories"	.4261764	.42640236	-.85244995	.3939644	.05997034	3.0286023	"model2"	"positivetest"	""
"6.ethnicity_16"	"Eth 16 categories"	1.3024711	.58448146	.58889014	.55593497	.54049667	3.1386522	"model2"	"positivetest"	""
"7.ethnicity_16"	"Eth 16 categories"	.49564932	.35090686	-.99140162	.32148951	.1237502	1.9851948	"model2"	"positivetest"	""
