parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3004889	.10066107	3.3944678	.00068762	1.1174331	1.5135325	"crude"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.9590349	.20834453	6.3229734	2.566e-10	1.5904367	2.4130592	"crude"	"icu"	""
"4.eth5"	"Eth 5 categories"	1.9966097	.33204966	4.1576822	.00003215	1.4412278	2.76601	"crude"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.5566534	.23844824	2.8890073	.0038646	1.152935	2.1017401	"crude"	"icu"	""
"6.eth5"	"Eth 5 categories"	.97831251	.06764487	-.31710604	.75116314	.85432232	1.1202977	"crude"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3957495	.11057183	4.2089105	.00002566	1.1950194	1.6301967	"model0"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.8966306	.20365501	5.9610282	2.507e-09	1.5366786	2.3408977	"model0"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.1577088	.36021776	4.6066005	4.093e-06	1.5555693	2.9929282	"model0"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6202252	.2496456	3.1318967	.00173681	1.1979028	2.1914381	"model0"	"icu"	""
"6.eth5"	"Eth 5 categories"	1.0316285	.07162464	.44849829	.65379362	.90037934	1.1820101	"model0"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"icu"	""
"1.male"	"Male"	2.6995795	.14496544	18.493661	2.322e-76	2.4298934	2.9991972	"model0"	"icu"	""
"age1"	"Age spline 1"	1.0324339	.01479794	2.2269483	.02595073	1.003834	1.0618485	"model0"	"icu"	""
"age2"	"Age spline 2"	1.2490431	.04900051	5.6684996	1.441e-08	1.1566033	1.3488711	"model0"	"icu"	""
"age3"	"Age spline 3"	.40836974	.04036519	-9.0604976	1.299e-19	.33644709	.49566736	"model0"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3808712	.11020085	4.043774	.0000526	1.1809263	1.6146693	"model1"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.8344778	.20040717	5.55413	2.790e-08	1.480891	2.2724891	"model1"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.1502071	.35958608	4.5778234	4.698e-06	1.5492843	2.9842107	"model1"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6166304	.24932952	3.1145079	.00184252	1.1949005	2.1872064	"model1"	"icu"	""
"6.eth5"	"Eth 5 categories"	1.035725	.07195668	.5052444	.61338719	.9038732	1.1868107	"model1"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"icu"	""
"1.male"	"Male"	2.6998119	.14525604	18.459851	4.345e-76	2.429612	3.000061	"model1"	"icu"	""
"age1"	"Age spline 1"	1.0325573	.0148285	2.2309508	.02568439	1.0038992	1.0620335	"model1"	"icu"	""
"age2"	"Age spline 2"	1.2484885	.04906928	5.6467418	1.635e-08	1.1559254	1.3484638	"model1"	"icu"	""
"age3"	"Age spline 3"	.40901448	.04050179	-9.0282641	1.744e-19	.33686063	.49662332	"model1"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.9969851	.08645215	-.03482095	.97222252	.84115868	1.1816787	"model1"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0361908	.08800668	.41858124	.6755222	.87729314	1.2238685	"model1"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.054534	.08759906	.63921505	.52268304	.89609104	1.2409921	"model1"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0861019	.09212718	.97372644	.33019239	.9197473	1.2825451	"model1"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.3122892	.129076	2.7630612	.0057262	1.0821959	1.5913043	"model2"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.7019649	.22290068	4.0604481	.00004898	1.3166537	2.2000352	"model2"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.073032	.41361313	3.6538149	.00025837	1.4020824	3.0650565	"model2"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6911049	.31127845	2.8542812	.00431343	1.1789395	2.4257698	"model2"	"icu"	""
"6.eth5"	"Eth 5 categories"	.90844977	.08399397	-1.0384724	.29905016	.75787928	1.0889346	"model2"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	""
"1.male"	"Male"	2.6671711	.17824553	14.679436	8.731e-49	2.339729	3.0404382	"model2"	"icu"	""
"age1"	"Age spline 1"	.99405617	.02301341	-.25750762	.79678693	.94995875	1.0402006	"model2"	"icu"	""
"age2"	"Age spline 2"	1.3165114	.0770405	4.6991041	2.613e-06	1.1738522	1.476508	"model2"	"icu"	""
"age3"	"Age spline 3"	.37818319	.0539837	-6.8119905	9.626e-12	.28588909	.50027276	"model2"	"icu"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.97506098	.10292226	-.23926241	.81090211	.79283618	1.1991682	"model2"	"icu"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.91312329	.09497607	-.8737847	.38223551	.74472164	1.1196051	"model2"	"icu"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.86351777	.08855369	-1.4309205	.15245299	.70628604	1.0557521	"model2"	"icu"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.95107614	.09838945	-.48488005	.62776143	.77652944	1.1648571	"model2"	"icu"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0545798	.00524124	10.692673	1.101e-26	1.044357	1.0649026	"model2"	"icu"	""
"hba1c_pct"	"HbA1c %"	1.1178333	.02701462	4.6092808	4.041e-06	1.06612	1.172055	"model2"	"icu"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99844026	.00244923	-.63633006	.52456131	.99365137	1.0032522	"model2"	"icu"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1434442	.07477607	2.0497585	.040388	1.0058894	1.2998095	"model2"	"icu"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.52259968	.07769082	-4.3651953	.0000127	.39050594	.69937585	"model2"	"icu"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"icu"	""
"1.hypertension"	"Diagnosed hypertension"	.93908607	.06300555	-.93673986	.34889239	.82337226	1.0710619	"model2"	"icu"	""
"bp_map"	"Mean Arterial Pressure"	1.0058273	.00179231	3.2607441	.0011112	1.0023206	1.0093463	"model2"	"icu"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"icu"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0058593	.10036525	.05855046	.95331017	.82718724	1.2231244	"model2"	"icu"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.80314244	.06742057	-2.6114799	.00901513	.68129882	.94677658	"model2"	"icu"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"icu"	""
"1.dm_type"	"Diabetes Type"	1.0079808	.23426692	.03420271	.97271551	.63917934	1.5895778	"model2"	"icu"	""
"2.dm_type"	"Diabetes Type"	.93648519	.08451239	-.72715523	.46713087	.78466608	1.1176786	"model2"	"icu"	""
"3.dm_type"	"Diabetes Type"	1.0006422	.13742063	.00467497	.99626992	.76450662	1.3097138	"model2"	"icu"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"	""
"1.cancer"	"Cancer"	.87823405	.09134491	-1.2483651	.21189737	.7162704	1.076821	"model2"	"icu"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"	""
"1.chronic_liver_disease"	"Chronic liver disease"	.46962082	.13691372	-2.5925332	.0095272	.26520836	.83158659	"model2"	"icu"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"	""
"1.stroke"	"Stroke"	.90413241	.11383877	-.80041253	.42347182	.70641149	1.1571944	"model2"	"icu"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"	""
"1.dementia"	"Dementia"	.063825	.06399038	-2.7444989	.00606034	.00894507	.45540517	"model2"	"icu"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"	""
"1.other_neuro"	"Neurological disease"	.58330657	.13971873	-2.2504282	.02442178	.36476198	.9327906	"model2"	"icu"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1568454	.11153511	1.511172	.13074462	.95765332	1.3974696	"model2"	"icu"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"	""
"1.esrf"	"end stage renal failure"	1.2009536	.24637023	.89261497	.3720634	.80335237	1.7953387	"model2"	"icu"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"icu"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.0444945	.23726453	.19164255	.84802221	.66919011	1.6302822	"model2"	"icu"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"icu"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	.96454534	.11022331	-.31589127	.75208504	.77099523	1.2066841	"model2"	"icu"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"icu"	""
"2.eth5"	"Eth 5 categories"	1.2705662	.14035923	2.1676745	.03018346	1.023211	1.577718	"model3"	"icu"	""
"3.eth5"	"Eth 5 categories"	1.6121334	.22545745	3.4147812	.00063833	1.2256321	2.1205173	"model3"	"icu"	""
"4.eth5"	"Eth 5 categories"	2.1809308	.45389398	3.7466563	.00017921	1.4504086	3.2793928	"model3"	"icu"	""
"5.eth5"	"Eth 5 categories"	1.6490208	.31982852	2.578913	.00991117	1.1275482	2.411666	"model3"	"icu"	""
"6.eth5"	"Eth 5 categories"	.91078383	.09072624	-.93812408	.34818065	.74924571	1.1071497	"model3"	"icu"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"icu"	""
"1.male"	"Male"	2.683999	.19276351	13.747069	5.303e-43	2.3315754	3.0896923	"model3"	"icu"	""
"age1"	"Age spline 1"	.99845895	.02540637	-.06060915	.95167049	.9498847	1.0495171	"model3"	"icu"	""
"age2"	"Age spline 2"	1.3055116	.08376299	4.1550912	.00003252	1.1512423	1.4804533	"model3"	"icu"	""
