parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"age2"	"Age spline 2"	.96318517	.00189151	-19.100441	2.504e-81	.959485	.96689961	"model3"	"suspected"	""
"age3"	"Age spline 3"	1.1376487	.00592662	24.755296	2.72e-135	1.1260918	1.1493241	"model3"	"suspected"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"suspected"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0521581	.00539778	9.9106256	3.743e-23	1.0416317	1.062791	"model3"	"suspected"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1295625	.00573254	24.005937	2.41e-127	1.1183826	1.1408541	"model3"	"suspected"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1693331	.00598906	30.542871	7.03e-205	1.1576535	1.1811306	"model3"	"suspected"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.2114778	.0063988	36.32102	7.54e-289	1.1990011	1.2240844	"model3"	"suspected"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0095954	.00027368	35.2283	7.38e-272	1.0090591	1.0101319	"model3"	"suspected"	""
"hba1c_pct"	"HbA1c %"	1.0598259	.00193802	31.775192	1.43e-221	1.0560343	1.0636312	"model3"	"suspected"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0126318	.00005222	243.39765	0	1.0125294	1.0127341	"model3"	"suspected"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"suspected"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0920282	.00386647	24.864686	1.79e-136	1.0844763	1.0996327	"model3"	"suspected"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	1.076732	.00531006	14.991049	8.402e-51	1.0663746	1.08719	"model3"	"suspected"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"suspected"	""
"1.hypertension"	"Diagnosed hypertension"	1.0525048	.00389072	13.843136	1.400e-43	1.0449067	1.0601582	"model3"	"suspected"	""
"bp_map"	"Mean Arterial Pressure"	1.0000789	8.307e-06	9.4930115	2.245e-21	1.0000626	1.0000951	"model3"	"suspected"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model3"	"suspected"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"suspected"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.8458328	.0086216	131.22477	0	1.8290119	1.8628084	"model3"	"suspected"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"suspected"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2638546	.00550973	53.714477	0	1.2531017	1.2746997	"model3"	"suspected"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"suspected"	""
"1.dm_type"	"Diabetes Type"	1.0627604	.01545697	4.1851635	.0000285	1.0328931	1.0934915	"model3"	"suspected"	""
"2.dm_type"	"Diabetes Type"	1.0488738	.00559691	8.9422726	3.812e-19	1.0379612	1.0599011	"model3"	"suspected"	""
"3.dm_type"	"Diabetes Type"	1.0112915	.0078269	1.4507679	.1468445	.99606683	1.0267489	"model3"	"suspected"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"suspected"	""
"1.cancer"	"Cancer"	1.3137141	.00636773	56.292913	0	1.3012927	1.3262541	"model3"	"suspected"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"suspected"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.3364777	.01677809	23.10327	4.29e-118	1.3039945	1.36977	"model3"	"suspected"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"suspected"	""
"1.stroke"	"Stroke"	1.171607	.00781713	23.736938	1.50e-124	1.1563854	1.1870289	"model3"	"suspected"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"suspected"	""
"1.dementia"	"Dementia"	1.3479497	.02140046	18.806936	6.626e-79	1.3066514	1.3905532	"model3"	"suspected"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"suspected"	""
"1.other_neuro"	"Neurological disease"	1.3105662	.01402348	25.275804	5.90e-141	1.2833669	1.338342	"model3"	"suspected"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"suspected"	""
"1.egfr60"	"CKD defined by egfr<60"	1.0388813	.0052919	7.4883495	6.975e-14	1.028561	1.0493052	"model3"	"suspected"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"suspected"	""
"1.esrf"	"end stage renal failure"	1.631065	.0374218	21.323697	6.84e-101	1.5593442	1.7060844	"model3"	"suspected"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"suspected"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.63367	.02396943	33.453142	2.32e-245	1.5873599	1.6813312	"model3"	"suspected"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"suspected"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.2504145	.00670856	41.65375	0	1.2373349	1.2636324	"model3"	"suspected"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"suspected"	""
"2.hh_total_cat"	"Number of people in household"	1.0281195	.00409102	6.9692171	3.187e-12	1.0201324	1.0361691	"model3"	"suspected"	""
"3.hh_total_cat"	"Number of people in household"	.99360259	.00816394	-.78110659	.43473981	.97772972	1.0097331	"model3"	"suspected"	""
"4.hh_total_cat"	"Number of people in household"	1.1719673	.01809403	10.278098	8.846e-25	1.1370348	1.207973	"model3"	"suspected"	""
"5.hh_total_cat"	"Number of people in household"	.99513662	.00487908	-.99435501	.32005006	.9856196	1.0047455	"model3"	"suspected"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"suspected"	""
"1.carehome"	"Care home y/n"	1.9444646	.03174711	40.729464	0	1.8832264	2.007694	"model3"	"suspected"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"confirmed"	""
"2.eth5"	"Eth 5 categories"	2.5264813	.03107938	75.34296	0	2.4662953	2.5881361	"crude"	"confirmed"	""
"3.eth5"	"Eth 5 categories"	1.5360298	.03802603	17.33722	2.464e-67	1.4632794	1.6123972	"crude"	"confirmed"	""
"4.eth5"	"Eth 5 categories"	1.2244681	.04749111	5.2212474	1.777e-07	1.1348372	1.3211782	"crude"	"confirmed"	""
"5.eth5"	"Eth 5 categories"	.95950236	.03129062	-1.2676745	.20491422	.90009274	1.0228332	"crude"	"confirmed"	""
"6.eth5"	"Eth 5 categories"	.97029907	.00954396	-3.0653349	.00217426	.95177242	.98918636	"crude"	"confirmed"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"confirmed"	""
"2.eth5"	"Eth 5 categories"	2.9827201	.03747003	86.9928	0	2.910177	3.0570716	"model0"	"confirmed"	""
"3.eth5"	"Eth 5 categories"	1.8214464	.04532995	24.094347	2.87e-128	1.7347334	1.912494	"model0"	"confirmed"	""
"4.eth5"	"Eth 5 categories"	1.5428637	.0600357	11.144166	7.646e-29	1.429571	1.6651348	"model0"	"confirmed"	""
"5.eth5"	"Eth 5 categories"	1.1990436	.03928399	5.540565	3.015e-08	1.1244684	1.2785647	"model0"	"confirmed"	""
"6.eth5"	"Eth 5 categories"	.99600965	.00986387	-.40373365	.68640859	.97686324	1.0155313	"model0"	"confirmed"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"confirmed"	""
"1.male"	"Male"	.8321704	.00665725	-22.965163	1.04e-116	.8192242	.84532119	"model0"	"confirmed"	""
"age1"	"Age spline 1"	1.0334936	.00132649	25.667914	2.67e-145	1.0308969	1.0360967	"model0"	"confirmed"	""
"age2"	"Age spline 2"	.90346965	.00363752	-25.213235	2.87e-140	.89636829	.91062726	"model0"	"confirmed"	""
"age3"	"Age spline 3"	1.4281548	.0157102	32.397452	2.98e-230	1.397693	1.4592806	"model0"	"confirmed"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"confirmed"	""
"2.eth5"	"Eth 5 categories"	2.731494	.03490968	78.623986	0	2.6639221	2.8007798	"model1"	"confirmed"	""
"3.eth5"	"Eth 5 categories"	1.6247832	.04085555	19.302844	5.083e-83	1.546649	1.7068647	"model1"	"confirmed"	""
"4.eth5"	"Eth 5 categories"	1.4497727	.05694076	9.4564143	3.187e-21	1.3423582	1.5657824	"model1"	"confirmed"	""
"5.eth5"	"Eth 5 categories"	1.1492311	.03780561	4.2282132	.00002356	1.0774717	1.2257697	"model1"	"confirmed"	""
"6.eth5"	"Eth 5 categories"	1.0021088	.00996447	.21185524	.83221997	.98276788	1.0218304	"model1"	"confirmed"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"confirmed"	""
"1.male"	"Male"	.83153302	.00668085	-22.961853	1.12e-116	.81854134	.84473089	"model1"	"confirmed"	""
"age1"	"Age spline 1"	1.0338635	.00133565	25.778176	1.56e-146	1.031249	1.0364846	"model1"	"confirmed"	""
"age2"	"Age spline 2"	.90656586	.0036707	-24.226004	1.18e-129	.89939988	.91378893	"model1"	"confirmed"	""
"age3"	"Age spline 3"	1.4122381	.01561475	31.218581	5.96e-214	1.381963	1.4431765	"model1"	"confirmed"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"confirmed"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1403397	.01591651	9.4088767	5.015e-21	1.1095668	1.1719661	"model1"	"confirmed"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2811044	.01770291	17.92691	7.271e-72	1.246873	1.3162756	"model1"	"confirmed"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4582152	.01963182	28.018703	9.62e-173	1.4202408	1.497205	"model1"	"confirmed"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.7063172	.02291739	39.784153	0	1.661986	1.7518309	"model1"	"confirmed"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"confirmed"	""
"2.eth5"	"Eth 5 categories"	2.2273762	.03867645	46.119464	0	2.1528472	2.3044854	"model2"	"confirmed"	""
"3.eth5"	"Eth 5 categories"	1.4645667	.04872951	11.467778	1.915e-30	1.3721061	1.5632577	"model2"	"confirmed"	""
"4.eth5"	"Eth 5 categories"	1.5825936	.08182716	8.8786329	6.769e-19	1.4300739	1.7513797	"model2"	"confirmed"	""
"5.eth5"	"Eth 5 categories"	1.4391618	.06273091	8.352222	6.699e-17	1.321317	1.5675168	"model2"	"confirmed"	""
"6.eth5"	"Eth 5 categories"	1.0776091	.01486576	5.4181992	6.020e-08	1.0488631	1.1071429	"model2"	"confirmed"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"confirmed"	""
"1.male"	"Male"	.95290304	.01033976	-4.4459518	8.750e-06	.93285146	.97338562	"model2"	"confirmed"	""
"age1"	"Age spline 1"	1.0341939	.00249197	13.953627	2.990e-44	1.0293212	1.0390896	"model2"	"confirmed"	""
"age2"	"Age spline 2"	.85069638	.00574079	-23.96145	7.02e-127	.83951873	.86202286	"model2"	"confirmed"	""
"age3"	"Age spline 3"	1.6736358	.02958249	29.136149	1.25e-186	1.6166481	1.7326325	"model2"	"confirmed"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"confirmed"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1322623	.02106136	6.6779653	2.423e-11	1.0917262	1.1743036	"model2"	"confirmed"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2573935	.023076	12.480264	9.567e-36	1.2129691	1.3034449	"model2"	"confirmed"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4131671	.02535045	19.278564	8.130e-83	1.3643444	1.4637368	"model2"	"confirmed"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.6171781	.02913102	26.684599	7.10e-157	1.5610785	1.6752938	"model2"	"confirmed"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0157438	.00094081	16.865318	8.096e-64	1.0139016	1.0175895	"model2"	"confirmed"	""
"hba1c_pct"	"HbA1c %"	1.0595181	.00606271	10.103606	5.325e-24	1.0477018	1.0714677	"model2"	"confirmed"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0091927	.00027083	34.097514	8.03e-255	1.008662	1.0097236	"model2"	"confirmed"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"confirmed"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0226449	.01202799	1.9038455	.05693031	.99934017	1.0464932	"model2"	"confirmed"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.67282695	.01292932	-20.621284	1.768e-94	.64795723	.69865122	"model2"	"confirmed"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"confirmed"	""
"1.hypertension"	"Diagnosed hypertension"	.98961028	.01266485	-.81608223	.41445311	.96509635	1.0147469	"model2"	"confirmed"	""
"bp_map"	"Mean Arterial Pressure"	.99983611	.00024018	-.68229907	.49504986	.99936549	1.000307	"model2"	"confirmed"	""
"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"confirmed"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"confirmed"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.6144969	.0263161	29.38816	7.78e-190	1.5637335	1.6669082	"model2"	"confirmed"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"confirmed"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2215415	.01742535	14.028245	1.047e-44	1.1878615	1.2561765	"model2"	"confirmed"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"confirmed"	""
"1.dm_type"	"Diabetes Type"	1.1461881	.05612883	2.7862308	.00533249	1.041292	1.2616509	"model2"	"confirmed"	""
"2.dm_type"	"Diabetes Type"	1.1989092	.02014966	10.794066	3.672e-27	1.16006	1.2390595	"model2"	"confirmed"	""
"3.dm_type"	"Diabetes Type"	1.0367395	.026093	1.4335768	.15169308	.98683909	1.0891633	"model2"	"confirmed"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"confirmed"	""
"1.cancer"	"Cancer"	1.2012475	.02007483	10.972022	5.209e-28	1.1625389	1.2412449	"model2"	"confirmed"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"confirmed"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4394059	.06069482	8.6378954	5.726e-18	1.3252293	1.5634196	"model2"	"confirmed"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"confirmed"	""
"1.stroke"	"Stroke"	1.4684411	.02857356	19.744726	8.905e-87	1.4134924	1.5255259	"model2"	"confirmed"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"confirmed"	""
"1.dementia"	"Dementia"	3.4835541	.10922088	39.806128	0	3.2759298	3.7043373	"model2"	"confirmed"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"confirmed"	""
"1.other_neuro"	"Neurological disease"	1.7340636	.05326054	17.922194	7.914e-72	1.6327548	1.8416583	"model2"	"confirmed"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"confirmed"	""
"1.egfr60"	"CKD defined by egfr<60"	1.1523691	.01848961	8.8389569	9.662e-19	1.116694	1.1891839	"model2"	"confirmed"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"confirmed"	""
"1.esrf"	"end stage renal failure"	3.5597116	.19799653	22.827132	2.47e-115	3.1920501	3.9697205	"model2"	"confirmed"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"confirmed"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.1503462	.06055149	2.6608899	.00779344	1.0375841	1.2753629	"model2"	"confirmed"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"confirmed"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1568729	.02205954	7.6420524	2.138e-14	1.1144349	1.2009269	"model2"	"confirmed"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"confirmed"	""
"2.eth5"	"Eth 5 categories"	2.1082311	.03811266	41.257227	0	2.0348395	2.1842697	"model3"	"confirmed"	""
