parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"5.eth5"	"Eth 5 categories"	1.1585557	.03364973	5.0671857	4.037e-07	1.0944455	1.2264213	"model1"	"tested"	""
"6.eth5"	"Eth 5 categories"	.98423042	.00881617	-1.7745317	.07597524	.96710183	1.0016624	"model1"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"tested"	""
"1.male"	"Male"	.81093929	.00591136	-28.748412	9.48e-182	.79943561	.82260849	"model1"	"tested"	""
"age1"	"Age spline 1"	1.0390382	.0011978	33.219527	5.63e-242	1.0366932	1.0413885	"model1"	"tested"	""
"age2"	"Age spline 2"	.86647653	.00314725	-39.457827	0	.86032994	.87266703	"model1"	"tested"	""
"age3"	"Age spline 3"	1.6469071	.01634782	50.259952	0	1.6151757	1.679262	"model1"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1254336	.01418967	9.3723559	7.093e-21	1.0979631	1.1535913	"model1"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2691448	.0157912	19.155743	8.668e-82	1.238569	1.3004755	"model1"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4468262	.01752071	30.50205	2.45e-204	1.4128905	1.4815769	"model1"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5889413	.01926747	38.188081	0	1.551623	1.6271572	"model1"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.92289	.03224116	38.99493	0	1.8607255	1.9871313	"model2"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.6564616	.04812044	17.372852	1.325e-67	1.564782	1.7535126	"model2"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.5547814	.07513877	9.1321624	6.714e-20	1.4142718	1.7092509	"model2"	"tested"	""
"5.eth5"	"Eth 5 categories"	1.4351442	.05740978	9.0310006	1.701e-19	1.326921	1.5521939	"model2"	"tested"	""
"6.eth5"	"Eth 5 categories"	1.0343096	.013267	2.6299517	.0085397	1.0086309	1.0606421	"model2"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	""
"1.male"	"Male"	.98348198	.00992011	-1.6512767	.09868209	.96422986	1.0031185	"model2"	"tested"	""
"age1"	"Age spline 1"	1.0387612	.00233986	16.88259	6.043e-64	1.0341853	1.0433574	"model2"	"tested"	""
"age2"	"Age spline 2"	.82185493	.00517975	-31.129092	9.73e-213	.81176526	.83207001	"model2"	"tested"	""
"age3"	"Age spline 3"	1.8935472	.03118051	38.772254	0	1.8334101	1.9556567	"model2"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.107939	.01910838	5.9432245	2.795e-09	1.0711131	1.1460309	"model2"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2498479	.02117049	13.1666	1.366e-39	1.2090357	1.2920377	"model2"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4275378	.02358613	21.543754	6.06e-103	1.3820504	1.4745225	"model2"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5589029	.02594805	26.673496	9.56e-157	1.5088662	1.6105988	"model2"	"tested"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0178134	.0008799	20.423989	1.024e-92	1.0160903	1.0195395	"model2"	"tested"	""
"hba1c_pct"	"HbA1c %"	1.0664703	.00566755	12.109666	9.388e-34	1.0554198	1.0776366	"model2"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0077556	.00031766	24.509273	1.18e-132	1.0071332	1.0083784	"model2"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0267272	.01110211	2.4392849	.01471636	1.0051964	1.0487191	"model2"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.59734407	.01128902	-27.264432	1.12e-163	.57562277	.61988503	"model2"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.96059454	.01149219	-3.3604268	.00077822	.93833229	.98338497	"model2"	"tested"	""
"bp_map"	"Mean Arterial Pressure"	.99926676	.0002219	-3.3031907	.00095591	.99883194	.99970177	"model2"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"tested"	""
"1.asthma"	"Asthma category"	1.0068573	.01309949	.52527275	.59939359	.9815074	1.032862	"model2"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3914295	.02186364	21.022719	4.065e-98	1.3492307	1.4349481	"model2"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2018231	.01569494	14.077328	5.235e-45	1.171452	1.2329817	"model2"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.0598861	.04962575	1.2421871	.21416752	.96695088	1.1617534	"model2"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.1996941	.01862115	11.729896	8.957e-32	1.1637468	1.2367517	"model2"	"tested"	""
"3.dm_type"	"Diabetes Type"	1.006102	.02350167	.26043206	.79453051	.96107811	1.0532352	"model2"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"tested"	""
"1.cancer"	"Cancer"	1.182604	.0180756	10.973075	5.149e-28	1.1477019	1.2185676	"model2"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4872306	.05886952	10.027348	1.156e-23	1.3762107	1.6072065	"model2"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"tested"	""
"1.stroke"	"Stroke"	1.5470703	.02658662	25.39188	3.10e-142	1.4958293	1.6000666	"model2"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"tested"	""
"1.dementia"	"Dementia"	3.598285	.09643175	47.779393	0	3.4141602	3.7923395	"model2"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.9059295	.05113774	24.038354	1.11e-127	1.8082912	2.0088398	"model2"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2514504	.01795933	15.629997	4.548e-55	1.2167412	1.2871497	"model2"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"tested"	""
"1.esrf"	"end stage renal failure"	4.9093347	.22986904	33.982093	4.10e-253	4.4788545	5.3811899	"model2"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.87475336	.04568835	-2.5620017	.01040708	.7896368	.96904482	"model2"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0450667	.01935075	2.3806472	.01728225	1.0078199	1.0836901	"model2"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"tested"	""
"2.eth5"	"Eth 5 categories"	1.7828756	.0333271	30.933015	4.30e-210	1.7187377	1.8494068	"model3"	"tested"	""
"3.eth5"	"Eth 5 categories"	1.6482916	.05004309	16.460136	7.094e-61	1.5530701	1.7493512	"model3"	"tested"	""
"4.eth5"	"Eth 5 categories"	1.5319638	.07788444	8.3901199	4.856e-17	1.386672	1.6924788	"model3"	"tested"	""
"5.eth5"	"Eth 5 categories"	1.3863733	.05837178	7.7591603	8.549e-15	1.2765601	1.5056331	"model3"	"tested"	""
"6.eth5"	"Eth 5 categories"	1.0411583	.01429297	2.9380797	.00330252	1.0135181	1.0695523	"model3"	"tested"	""
"0b.male"	"Male"	1	0			1	1	"model3"	"tested"	""
"1.male"	"Male"	1.0393911	.01119656	3.5865459	.00033509	1.0176763	1.0615693	"model3"	"tested"	""
"age1"	"Age spline 1"	1.0236844	.00242306	9.8894059	4.628e-23	1.0189463	1.0284445	"model3"	"tested"	""
"age2"	"Age spline 2"	.8784701	.00589315	-19.315023	4.015e-83	.86699534	.89009673	"model3"	"tested"	""
"age3"	"Age spline 3"	1.5417203	.0270767	24.648827	3.79e-134	1.4895539	1.5957136	"model3"	"tested"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model3"	"tested"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1049085	.02026705	5.4388035	5.364e-08	1.0658914	1.1453539	"model3"	"tested"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2267815	.02214038	11.325318	9.832e-30	1.1841456	1.2709524	"model3"	"tested"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3712235	.02416918	17.91124	9.636e-72	1.3246617	1.419422	"model3"	"tested"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4821798	.02639151	22.100222	3.15e-108	1.4313456	1.5348194	"model3"	"tested"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0199004	.00093054	21.597256	1.91e-103	1.0180782	1.0217258	"model3"	"tested"	""
"hba1c_pct"	"HbA1c %"	1.0695054	.00593109	12.116972	8.587e-34	1.0579436	1.0811935	"model3"	"tested"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0083693	.0003129	26.859061	6.61e-159	1.0077562	1.0089828	"model3"	"tested"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model3"	"tested"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0535983	.01211081	4.5421974	5.567e-06	1.0301269	1.0776045	"model3"	"tested"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.60832842	.01226796	-24.646616	4.00e-134	.58475265	.63285471	"model3"	"tested"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model3"	"tested"	""
"1.hypertension"	"Diagnosed hypertension"	.97466129	.01232975	-2.0288278	.04247583	.95079256	.99912923	"model3"	"tested"	""
"bp_map"	"Mean Arterial Pressure"	.99956693	.00023865	-1.8142341	.06964169	.99909929	1.0000348	"model3"	"tested"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model3"	"tested"	""
"1.asthma"	"Asthma category"	1.023292	.01419301	1.6600581	.09690277	.99584896	1.0514914	"model3"	"tested"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.424382	.02356676	21.380035	2.05e-101	1.3789329	1.4713291	"model3"	"tested"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model3"	"tested"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2153524	.01671237	14.183212	1.164e-45	1.1830342	1.2485534	"model3"	"tested"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model3"	"tested"	""
"1.dm_type"	"Diabetes Type"	1.011564	.05073639	.22923673	.81868493	.91685402	1.1160575	"model3"	"tested"	""
"2.dm_type"	"Diabetes Type"	1.174469	.01920466	9.8347781	7.974e-23	1.1374254	1.2127191	"model3"	"tested"	""
"3.dm_type"	"Diabetes Type"	.99282552	.02464763	-.29003548	.7717891	.9456735	1.0423286	"model3"	"tested"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model3"	"tested"	""
"1.cancer"	"Cancer"	1.2307035	.01988901	12.845121	9.161e-38	1.1923326	1.2703092	"model3"	"tested"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model3"	"tested"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4573602	.06096302	9.0035046	2.186e-19	1.3426419	1.5818803	"model3"	"tested"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model3"	"tested"	""
"1.stroke"	"Stroke"	1.4163299	.02557812	19.273524	8.962e-83	1.3670746	1.4673599	"model3"	"tested"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model3"	"tested"	""
"1.dementia"	"Dementia"	1.8003465	.05196928	20.369075	3.146e-92	1.7013164	1.905141	"model3"	"tested"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model3"	"tested"	""
"1.other_neuro"	"Neurological disease"	1.6460422	.0464706	17.652971	9.654e-70	1.5574355	1.7396899	"model3"	"tested"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model3"	"tested"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2712521	.01928174	15.823439	2.145e-56	1.2340168	1.309611	"model3"	"tested"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model3"	"tested"	""
"1.esrf"	"end stage renal failure"	4.8779719	.24237065	31.894398	3.19e-223	4.4253318	5.3769097	"model3"	"tested"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model3"	"tested"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.91366686	.05026111	-1.6413148	.10073208	.82028166	1.0176835	"model3"	"tested"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model3"	"tested"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0564854	.02081744	2.788596	.00529371	1.0164617	1.0980849	"model3"	"tested"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model3"	"tested"	""
"2.hh_total_cat"	"Number of people in household"	1.3086828	.01728148	20.372285	2.946e-92	1.2752463	1.342996	"model3"	"tested"	""
"3.hh_total_cat"	"Number of people in household"	1.5064982	.03294065	18.741121	2.288e-78	1.4432996	1.5724641	"model3"	"tested"	""
"4.hh_total_cat"	"Number of people in household"	2.5799428	.07727549	31.642443	9.63e-220	2.4328456	2.735934	"model3"	"tested"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model3"	"tested"	""
"1.carehome"	"Care home y/n"	4.4538818	.13980898	47.587085	0	4.1881204	4.7365074	"model3"	"tested"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"crude"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.1796075	.0255864	66.372367	0	2.1300315	2.2303372	"crude"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.6903057	.03622751	24.491259	1.83e-132	1.6207718	1.7628228	"crude"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.2643508	.04347296	6.821816	8.990e-12	1.1819529	1.3524928	"crude"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	.98388937	.02827994	-.56507029	.57202595	.92999407	1.040908	"crude"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	.95965525	.00850458	-4.646878	3.370e-06	.94313051	.97646952	"crude"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model0"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.5337575	.03030813	77.723129	0	2.4750455	2.5938621	"model0"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.9854071	.04279346	31.818874	3.55e-222	1.9032804	2.0710776	"model0"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.5609044	.05385467	12.905413	4.196e-38	1.458841	1.6701084	"model0"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.2025879	.03473505	6.3868749	1.693e-10	1.1363996	1.2726313	"model0"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	.97779147	.00872454	-2.5170463	.01183433	.96084034	.99504165	"model0"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	""
"1.male"	"Male"	.81155365	.00589056	-28.767428	5.48e-182	.8000901	.82318145	"model0"	"positivetest"	""
"age1"	"Age spline 1"	1.0386487	.00118951	33.111286	2.04e-240	1.03632	1.0409828	"model0"	"positivetest"	""
"age2"	"Age spline 2"	.86387558	.00312007	-40.514422	0	.85778194	.8700125	"model0"	"positivetest"	""
"age3"	"Age spline 3"	1.6636525	.01642941	51.543219	0	1.6317611	1.6961672	"model0"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	2.3511785	.02855404	70.395002	0	2.2958744	2.4078147	"model1"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.8013147	.03925456	27.00588	1.26e-160	1.7259971	1.8799189	"model1"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.4863765	.0516651	11.40252	4.062e-30	1.388487	1.5911672	"model1"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.1585557	.03364973	5.0671857	4.037e-07	1.0944455	1.2264213	"model1"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	.98423042	.00881617	-1.7745317	.07597524	.96710183	1.0016624	"model1"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model1"	"positivetest"	""
"1.male"	"Male"	.81093929	.00591136	-28.748412	9.48e-182	.79943561	.82260849	"model1"	"positivetest"	""
"age1"	"Age spline 1"	1.0390382	.0011978	33.219527	5.63e-242	1.0366932	1.0413885	"model1"	"positivetest"	""
"age2"	"Age spline 2"	.86647653	.00314725	-39.457827	0	.86032994	.87266703	"model1"	"positivetest"	""
"age3"	"Age spline 3"	1.6469071	.01634782	50.259952	0	1.6151757	1.679262	"model1"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1254336	.01418967	9.3723559	7.093e-21	1.0979631	1.1535913	"model1"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2691448	.0157912	19.155743	8.668e-82	1.238569	1.3004755	"model1"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4468262	.01752071	30.50205	2.45e-204	1.4128905	1.4815769	"model1"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5889413	.01926747	38.188081	0	1.551623	1.6271572	"model1"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	1.92289	.03224116	38.99493	0	1.8607255	1.9871313	"model2"	"positivetest"	""
"3.eth5"	"Eth 5 categories"	1.6564616	.04812044	17.372852	1.325e-67	1.564782	1.7535126	"model2"	"positivetest"	""
"4.eth5"	"Eth 5 categories"	1.5547814	.07513877	9.1321624	6.714e-20	1.4142718	1.7092509	"model2"	"positivetest"	""
"5.eth5"	"Eth 5 categories"	1.4351442	.05740978	9.0310006	1.701e-19	1.326921	1.5521939	"model2"	"positivetest"	""
"6.eth5"	"Eth 5 categories"	1.0343096	.013267	2.6299517	.0085397	1.0086309	1.0606421	"model2"	"positivetest"	""
"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	""
"1.male"	"Male"	.98348198	.00992011	-1.6512767	.09868209	.96422986	1.0031185	"model2"	"positivetest"	""
"age1"	"Age spline 1"	1.0387612	.00233986	16.88259	6.043e-64	1.0341853	1.0433574	"model2"	"positivetest"	""
"age2"	"Age spline 2"	.82185493	.00517975	-31.129092	9.73e-213	.81176526	.83207001	"model2"	"positivetest"	""
"age3"	"Age spline 3"	1.8935472	.03118051	38.772254	0	1.8334101	1.9556567	"model2"	"positivetest"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.107939	.01910838	5.9432245	2.795e-09	1.0711131	1.1460309	"model2"	"positivetest"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2498479	.02117049	13.1666	1.366e-39	1.2090357	1.2920377	"model2"	"positivetest"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4275378	.02358613	21.543754	6.06e-103	1.3820504	1.4745225	"model2"	"positivetest"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5589029	.02594805	26.673496	9.56e-157	1.5088662	1.6105988	"model2"	"positivetest"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0178134	.0008799	20.423989	1.024e-92	1.0160903	1.0195395	"model2"	"positivetest"	""
"hba1c_pct"	"HbA1c %"	1.0664703	.00566755	12.109666	9.388e-34	1.0554198	1.0776366	"model2"	"positivetest"	""
"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0077556	.00031766	24.509273	1.18e-132	1.0071332	1.0083784	"model2"	"positivetest"	""
"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"positivetest"	""
"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0267272	.01110211	2.4392849	.01471636	1.0051964	1.0487191	"model2"	"positivetest"	""
"3.smoke_nomiss"	"Smoking status (missing set to non)"	.59734407	.01128902	-27.264432	1.12e-163	.57562277	.61988503	"model2"	"positivetest"	""
"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"positivetest"	""
"1.hypertension"	"Diagnosed hypertension"	.96059454	.01149219	-3.3604268	.00077822	.93833229	.98338497	"model2"	"positivetest"	""
"bp_map"	"Mean Arterial Pressure"	.99926676	.0002219	-3.3031907	.00095591	.99883194	.99970177	"model2"	"positivetest"	""
"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"positivetest"	""
"1.asthma"	"Asthma category"	1.0068573	.01309949	.52527275	.59939359	.9815074	1.032862	"model2"	"positivetest"	""
"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"positivetest"	""
"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3914295	.02186364	21.022719	4.065e-98	1.3492307	1.4349481	"model2"	"positivetest"	""
"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"positivetest"	""
"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.2018231	.01569494	14.077328	5.235e-45	1.171452	1.2329817	"model2"	"positivetest"	""
"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"positivetest"	""
"1.dm_type"	"Diabetes Type"	1.0598861	.04962575	1.2421871	.21416752	.96695088	1.1617534	"model2"	"positivetest"	""
"2.dm_type"	"Diabetes Type"	1.1996941	.01862115	11.729896	8.957e-32	1.1637468	1.2367517	"model2"	"positivetest"	""
"3.dm_type"	"Diabetes Type"	1.006102	.02350167	.26043206	.79453051	.96107811	1.0532352	"model2"	"positivetest"	""
"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"positivetest"	""
"1.cancer"	"Cancer"	1.182604	.0180756	10.973075	5.149e-28	1.1477019	1.2185676	"model2"	"positivetest"	""
"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"positivetest"	""
"1.chronic_liver_disease"	"Chronic liver disease"	1.4872306	.05886952	10.027348	1.156e-23	1.3762107	1.6072065	"model2"	"positivetest"	""
"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"positivetest"	""
"1.stroke"	"Stroke"	1.5470703	.02658662	25.39188	3.10e-142	1.4958293	1.6000666	"model2"	"positivetest"	""
"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"positivetest"	""
"1.dementia"	"Dementia"	3.598285	.09643175	47.779393	0	3.4141602	3.7923395	"model2"	"positivetest"	""
"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"positivetest"	""
"1.other_neuro"	"Neurological disease"	1.9059295	.05113774	24.038354	1.11e-127	1.8082912	2.0088398	"model2"	"positivetest"	""
"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"positivetest"	""
"1.egfr60"	"CKD defined by egfr<60"	1.2514504	.01795933	15.629997	4.548e-55	1.2167412	1.2871497	"model2"	"positivetest"	""
"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"positivetest"	""
"1.esrf"	"end stage renal failure"	4.9093347	.22986904	33.982093	4.10e-253	4.4788545	5.3811899	"model2"	"positivetest"	""
"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"positivetest"	""
"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.87475336	.04568835	-2.5620017	.01040708	.7896368	.96904482	"model2"	"positivetest"	""
"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"positivetest"	""
"1.ra_sle_psoriasis"	"Autoimmune disease"	1.0450667	.01935075	2.3806472	.01728225	1.0078199	1.0836901	"model2"	"positivetest"	""
"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model3"	"positivetest"	""
"2.eth5"	"Eth 5 categories"	1.7828756	.0333271	30.933015	4.30e-210	1.7187377	1.8494068	"model3"	"positivetest"	""
