eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.58021279	.49519417	-.6378202	.52359073	.10892119	3.0907382	"model0"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.8524792	1.0694852	2.7956776	.0051791	1.3679806	5.9479189	"model0"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	5.9151229	1.9576515	5.3708248	7.838e-08	3.0920936	11.31553	"model0"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	4.9827909	1.7352692	4.6115687	3.996e-06	2.5179067	9.8606535	"model0"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	5.2676494	1.6951888	5.1632262	2.427e-07	2.803436	9.8979006	"model0"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.4557009	.8298719	2.6585207	.00784845	1.2662605	4.7624218	"model0"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model0"	"ventilated"
"ventilated"	"_cons"	"Constant"	.28740634	.2608071	-1.3740231	.16943452	.04853699	1.7018443	"model0"	"ventilated"
"ventilated"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.eth5"	"Eth 5 categories"	1.3202131	.1803448	2.0335834	.04199362	1.0101074	1.7255222	"model1"	"ventilated"
"ventilated"	"3.eth5"	"Eth 5 categories"	1.1207456	.20510517	.62289256	.53335513	.78294371	1.6042925	"model1"	"ventilated"
"ventilated"	"4.eth5"	"Eth 5 categories"	1.0689546	.31164432	.22871941	.819087	.60366906	1.8928648	"model1"	"ventilated"
"ventilated"	"5.eth5"	"Eth 5 categories"	1.1256728	.2800159	.47589489	.63414926	.69130891	1.8329566	"model1"	"ventilated"
"ventilated"	"6.eth5"	"Eth 5 categories"	1.2147668	.12473064	1.8947666	.05812333	.99332797	1.4855701	"model1"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"1.male"	"Male"	1.320929	.11559036	3.1807246	.00146907	1.1127394	1.56807	"model1"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	1.0093984	.02642235	.35736456	.7208189	.95891755	1.0625367	"model1"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.0477609	.07136638	.68496796	.49336414	.91682002	1.1974028	"model1"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.78970147	.14001932	-1.331593	.18299397	.55787803	1.117858	"model1"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0738336	.14925924	.51249452	.60830496	.81775429	1.4101039	"model1"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0937514	.15028571	.65218986	.5142787	.83552645	1.4317824	"model1"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1426928	.15200937	1.0027078	.31600186	.88043318	1.4830731	"model1"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.87096295	.11787136	-1.020847	.30732694	.6680404	1.1355248	"model1"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	.80593754	.15118908	-1.1500847	.25010899	.5579831	1.164077	"model1"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.59167139	.14640539	-2.1209017	.03393007	.3642974	.96095948	"model1"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	2.5053972	1.0661329	2.158338	.03090156	1.0880804	5.7688893	"model1"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.44605355	.18175656	-1.981256	.04756257	.2006975	.99136151	"model1"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	1.0338897	.21723368	.15862004	.87396824	.6848977	1.5607119	"model1"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	1.5836644	1.157985	.62874404	.52951664	.37779785	6.6384524	"model1"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	3.1177961	.78397707	4.5222344	6.119e-06	1.9046321	5.1036903	"model1"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	3.613753	1.3389036	3.4675818	.00052516	1.748181	7.4701711	"model1"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	3.5490846	.929243	4.8379047	1.312e-06	2.124465	5.929023	"model1"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	4.4609044	1.182255	5.6422853	1.678e-08	2.6535819	7.4991723	"model1"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.4257197	.65746816	3.269358	.00107792	1.4260363	4.1262037	"model1"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	12.192491	4.4693723	6.8222623	8.962e-12	5.9438734	25.010096	"model1"	"ventilated"
"ventilated"	"14.stp"	"Sustainability and Transformation Partnership"	5.6290507	1.9481617	4.9927408	5.953e-07	2.856553	11.092464	"model1"	"ventilated"
"ventilated"	"15.stp"	"Sustainability and Transformation Partnership"	1.9204805	.44019248	2.8470691	.00441238	1.2254804	3.0096323	"model1"	"ventilated"
"ventilated"	"16.stp"	"Sustainability and Transformation Partnership"	.69183705	.2224602	-1.1457156	.25191286	.36838333	1.2992947	"model1"	"ventilated"
"ventilated"	"17.stp"	"Sustainability and Transformation Partnership"	6.4081029	2.1351902	5.5748929	2.477e-08	3.3350915	12.31264	"model1"	"ventilated"
"ventilated"	"18.stp"	"Sustainability and Transformation Partnership"	1.8335236	.38106524	2.9169667	.00353453	1.2200551	2.7554567	"model1"	"ventilated"
"ventilated"	"19.stp"	"Sustainability and Transformation Partnership"	3.1831262	.73790701	4.9947034	5.893e-07	2.0208298	5.0139267	"model1"	"ventilated"
"ventilated"	"20.stp"	"Sustainability and Transformation Partnership"	2.597882	.50605679	4.901009	9.535e-07	1.7734087	3.8056601	"model1"	"ventilated"
"ventilated"	"21.stp"	"Sustainability and Transformation Partnership"	4.2965724	.89214254	7.0208722	2.205e-12	2.8600801	6.4545514	"model1"	"ventilated"
"ventilated"	"22.stp"	"Sustainability and Transformation Partnership"	3.0231132	1.6957548	1.9722376	.04858249	1.0069084	9.0765094	"model1"	"ventilated"
"ventilated"	"23.stp"	"Sustainability and Transformation Partnership"	1.3525275	.36737383	1.1117547	.26624361	.79422317	2.3032955	"model1"	"ventilated"
"ventilated"	"24.stp"	"Sustainability and Transformation Partnership"	4.625125	5.4058072	1.3103306	.19008402	.46800045	45.70889	"model1"	"ventilated"
"ventilated"	"25.stp"	"Sustainability and Transformation Partnership"	.51885933	.44405162	-.76665697	.44328549	.09695539	2.7766892	"model1"	"ventilated"
"ventilated"	"26.stp"	"Sustainability and Transformation Partnership"	2.7370147	1.0304624	2.6743451	.00748754	1.3086006	5.7246265	"model1"	"ventilated"
"ventilated"	"27.stp"	"Sustainability and Transformation Partnership"	5.6937548	1.8937871	5.2294927	1.700e-07	2.9667606	10.927354	"model1"	"ventilated"
"ventilated"	"28.stp"	"Sustainability and Transformation Partnership"	4.6256026	1.6227909	4.3656911	.00001267	2.3256427	9.2001232	"model1"	"ventilated"
"ventilated"	"29.stp"	"Sustainability and Transformation Partnership"	5.1351225	1.6560705	5.0732098	3.912e-07	2.7292253	9.661893	"model1"	"ventilated"
"ventilated"	"30.stp"	"Sustainability and Transformation Partnership"	2.4019831	.81882518	2.5705671	.01015322	1.2314001	4.6853356	"model1"	"ventilated"
"ventilated"	"31o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"32o.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"ventilated"
"ventilated"	"_cons"	"Constant"	.26447711	.24097718	-1.4597013	.14437217	.04434243	1.577454	"model1"	"ventilated"
"ventilated"	"1b.eth5"	"Eth 5 categories"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.eth5"	"Eth 5 categories"	1.1516036	.20011882	.81229271	.41662369	.81919307	1.618899	"model2"	"ventilated"
"ventilated"	"3.eth5"	"Eth 5 categories"	1.1441943	.26396498	.58387969	.55930126	.72799444	1.7983387	"model2"	"ventilated"
"ventilated"	"4.eth5"	"Eth 5 categories"	.87961748	.30978342	-.3642122	.71569955	.44108059	1.7541622	"model2"	"ventilated"
"ventilated"	"5.eth5"	"Eth 5 categories"	1.1338913	.35575988	.40049354	.68879304	.61306404	2.0971864	"model2"	"ventilated"
"ventilated"	"6.eth5"	"Eth 5 categories"	1.228788	.16948128	1.4937644	.1352372	.93772286	1.6101985	"model2"	"ventilated"
"ventilated"	"0b.male"	"Male"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.male"	"Male"	1.3420838	.15554471	2.5386437	.01112831	1.0693679	1.6843491	"model2"	"ventilated"
"ventilated"	"age1"	"Age spline 1"	.99590646	.04791964	-.08524997	.93206267	.90627837	1.0943985	"model2"	"ventilated"
"ventilated"	"age2"	"Age spline 2"	1.1194017	.12855915	.9821328	.32603443	.89377581	1.4019848	"model2"	"ventilated"
"ventilated"	"age3"	"Age spline 3"	.6577873	.18798244	-1.4657207	.14272438	.37568956	1.1517066	"model2"	"ventilated"
"ventilated"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1666806	.20530199	.8760679	.38099312	.8263521	1.6471714	"model2"	"ventilated"
"ventilated"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.228205	.21738074	1.161382	.24548657	.86819277	1.7375028	"model2"	"ventilated"
"ventilated"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.4311504	.24663262	2.0801658	.03751033	1.0209306	2.0062004	"model2"	"ventilated"
"ventilated"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.90553807	.15778333	-.56947004	.56903719	.64356308	1.2741551	"model2"	"ventilated"
"ventilated"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0047405	.00950032	.50016724	.61695732	.98629172	1.0235344	"model2"	"ventilated"
"ventilated"	"hba1c_pct"	"HbA1c %"	1.0065367	.04475755	.14652292	.8835086	.92252751	1.0981961	"model2"	"ventilated"
"ventilated"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99401194	.00427996	-1.3948949	.16304754	.98565866	1.002436	"model2"	"ventilated"
"ventilated"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.80844013	.09171309	-1.874473	.06086526	.64726738	1.0097457	"model2"	"ventilated"
"ventilated"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.9263696	.2245757	-.31548641	.75239236	.57601163	1.4898321	"model2"	"ventilated"
"ventilated"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.hypertension"	"Diagnosed hypertension"	.95851321	.1087435	-.37348495	.70878754	.76741296	1.197201	"model2"	"ventilated"
"ventilated"	"bp_map"	"Mean Arterial Pressure"	.99866196	.00304505	-.43912266	.66057266	.99271157	1.004648	"model2"	"ventilated"
"ventilated"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.asthma"	"Asthma category"	1.0013014	.13076845	.00995829	.99205456	.77517397	1.2933928	"model2"	"ventilated"
"ventilated"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.0216043	.16062739	.13594181	.89186729	.75066786	1.390329	"model2"	"ventilated"
"ventilated"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.87440069	.11666071	-1.005986	.31442228	.67320134	1.1357324	"model2"	"ventilated"
"ventilated"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.dm_type"	"Diabetes Type"	.78442301	.31638129	-.60200551	.54717047	.35582401	1.7292803	"model2"	"ventilated"
"ventilated"	"2.dm_type"	"Diabetes Type"	.9915237	.1489377	-.05666983	.95480821	.73865785	1.3309535	"model2"	"ventilated"
"ventilated"	"3.dm_type"	"Diabetes Type"	1.1695723	.26337537	.69558364	.48668961	.75222098	1.8184807	"model2"	"ventilated"
"ventilated"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.cancer"	"Cancer"	.89799622	.15845528	-.60972971	.54204087	.63544264	1.2690323	"model2"	"ventilated"
"ventilated"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.chronic_liver_disease"	"Chronic liver disease"	.78407793	.37878218	-.50352024	.61459855	.30419365	2.0210094	"model2"	"ventilated"
"ventilated"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.stroke"	"Stroke"	.64051838	.13977049	-2.0414646	.04120467	.41762545	.98237258	"model2"	"ventilated"
"ventilated"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1o.dementia"	"Dementia"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.other_neuro"	"Neurological disease"	.63452758	.24464806	-1.1797781	.23808847	.29803123	1.3509499	"model2"	"ventilated"
"ventilated"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.egfr60"	"CKD defined by egfr<60"	.56871114	.08641253	-3.7143998	.00020369	.42223704	.76599711	"model2"	"ventilated"
"ventilated"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.esrf"	"end stage renal failure"	2.0209664	.73174688	1.9431625	.05199653	.99393502	4.1092276	"model2"	"ventilated"
"ventilated"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.48583142	.18552538	-1.8904076	.05870347	.2298453	1.0269175	"model2"	"ventilated"
"ventilated"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1861021	.22368317	.90500699	.36546168	.8195901	1.7165143	"model2"	"ventilated"
"ventilated"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"ventilated"
"ventilated"	"2.stp"	"Sustainability and Transformation Partnership"	.68498441	.15431322	-1.6795071	.09305326	.44047583	1.06522	"model2"	"ventilated"
"ventilated"	"3.stp"	"Sustainability and Transformation Partnership"	.61437478	.18611266	-1.6081268	.10780741	.339296	1.1124693	"model2"	"ventilated"
"ventilated"	"4.stp"	"Sustainability and Transformation Partnership"	2.6407028	1.3096431	1.9579697	.05023357	.99901143	6.9802117	"model2"	"ventilated"
"ventilated"	"5.stp"	"Sustainability and Transformation Partnership"	.38018686	.18920899	-1.9432259	.05198886	.143343	1.0083649	"model2"	"ventilated"
"ventilated"	"6.stp"	"Sustainability and Transformation Partnership"	.95687501	.24983906	-.16883447	.86592685	.57359767	1.5962578	"model2"	"ventilated"
"ventilated"	"7.stp"	"Sustainability and Transformation Partnership"	3.817998	3.4386907	1.4875056	.13688131	.65342929	22.308624	"model2"	"ventilated"
"ventilated"	"8.stp"	"Sustainability and Transformation Partnership"	3.4210015	1.0462693	4.0215305	.00005782	1.8785564	6.2299177	"model2"	"ventilated"
"ventilated"	"9.stp"	"Sustainability and Transformation Partnership"	4.0124205	1.6641387	3.3499826	.00080817	1.7798086	9.045646	"model2"	"ventilated"
"ventilated"	"10.stp"	"Sustainability and Transformation Partnership"	4.4254441	1.5145952	4.3458977	.00001387	2.2627452	8.6552192	"model2"	"ventilated"
"ventilated"	"11.stp"	"Sustainability and Transformation Partnership"	4.3978989	1.3871038	4.6960049	2.653e-06	2.3701455	8.1604757	"model2"	"ventilated"
"ventilated"	"12.stp"	"Sustainability and Transformation Partnership"	2.8723014	.92542183	3.2748354	.00105724	1.5275057	5.4010372	"model2"	"ventilated"
"ventilated"	"13.stp"	"Sustainability and Transformation Partnership"	10.020117	3.8704314	5.9663399	2.426e-09	4.6998338	21.363041	"model2"	"ventilated"
