eq	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	idstr4
"icu_30"	"29.stp"	"Sustainability and Transformation Partnership"	.28082544	.23721061	-1.5035352	.1327011	.0536333	1.4704098	"model0"	"icu"	""
"icu_30"	"30.stp"	"Sustainability and Transformation Partnership"	.17985423	.15274285	-2.0201237	.04337056	.03404317	.95019201	"model0"	"icu"	""
"icu_30"	"31.stp"	"Sustainability and Transformation Partnership"	.09283264	.12259037	-1.7999716	.07186513	.00697661	1.2352562	"model0"	"icu"	""
"icu_30"	"32.stp"	"Sustainability and Transformation Partnership"	.15002003	.12567461	-2.2644666	.02354543	.02904569	.77484861	"model0"	"icu"	""
"icu_30"	"_cons"	"Constant"	.01340805	.01226971	-4.7119441	2.454e-06	.00223065	.08059353	"model0"	"icu"	""
"icu_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model1"	"icu"	""
"icu_30"	"2.ethnicity_16"	"Eth 16 categories"	.33734858	.15365615	-2.3856902	.01704711	.13815673	.82373158	"model1"	"icu"	""
"icu_30"	"3.ethnicity_16"	"Eth 16 categories"	1.0916743	.09592171	.99824701	.3181596	.91896908	1.2968366	"model1"	"icu"	""
"icu_30"	"4.ethnicity_16"	"Eth 16 categories"	1.8179114	.59782666	1.8174905	.06914205	.95422773	3.463326	"model1"	"icu"	""
"icu_30"	"5.ethnicity_16"	"Eth 16 categories"	2.4617229	.61423521	3.6104593	.00030566	1.5095662	4.0144511	"model1"	"icu"	""
"icu_30"	"6.ethnicity_16"	"Eth 16 categories"	1.4176789	.47869861	1.0336351	.30130679	.73140526	2.7478795	"model1"	"icu"	""
"icu_30"	"7.ethnicity_16"	"Eth 16 categories"	1.5403654	.45980922	1.44727	.14782132	.85809322	2.7651139	"model1"	"icu"	""
"icu_30"	"8.ethnicity_16"	"Eth 16 categories"	1.1730123	.11538206	1.6222928	.10474067	.9673309	1.4224272	"model1"	"icu"	""
"icu_30"	"9.ethnicity_16"	"Eth 16 categories"	1.403818	.15342518	3.1035906	.00191188	1.1331354	1.739161	"model1"	"icu"	""
"icu_30"	"10.ethnicity_16"	"Eth 16 categories"	2.727752	.62068851	4.4100038	.00001034	1.7462948	4.2608105	"model1"	"icu"	""
"icu_30"	"11.ethnicity_16"	"Eth 16 categories"	1.4830737	.17100229	3.4181075	.00063058	1.1830878	1.8591246	"model1"	"icu"	""
"icu_30"	"12.ethnicity_16"	"Eth 16 categories"	1.4225946	.25580403	1.9602489	.04996671	1.0000512	2.0236718	"model1"	"icu"	""
"icu_30"	"13.ethnicity_16"	"Eth 16 categories"	1.8704249	.21364547	5.4819589	4.206e-08	1.4952489	2.3397369	"model1"	"icu"	""
"icu_30"	"14.ethnicity_16"	"Eth 16 categories"	1.7405339	.37671559	2.5605255	.0104514	1.1388097	2.6601972	"model1"	"icu"	""
"icu_30"	"15.ethnicity_16"	"Eth 16 categories"	2.8362132	.81356902	3.6341927	.00027885	1.6164837	4.9762984	"model1"	"icu"	""
"icu_30"	"16.ethnicity_16"	"Eth 16 categories"	1.6525702	.22140439	3.7494223	.00017724	1.2709239	2.1488214	"model1"	"icu"	""
"icu_30"	"17.ethnicity_16"	"Eth 16 categories"	1.0715805	.05609444	1.3206893	.18660497	.96708938	1.1873615	"model1"	"icu"	""
"icu_30"	"0b.male"	"Male"	1	0			1	1	"model1"	"icu"	""
"icu_30"	"1.male"	"Male"	2.7318413	.11677705	23.510053	3.22e-122	2.5122882	2.9705815	"model1"	"icu"	""
"icu_30"	"age1"	"Age spline 1"	1.0186912	.01113451	1.6942654	.09021485	.99710007	1.0407499	"model1"	"icu"	""
"icu_30"	"age2"	"Age spline 2"	1.301192	.03788546	9.0424876	1.531e-19	1.2290168	1.3776057	"model1"	"icu"	""
"icu_30"	"age3"	"Age spline 3"	.36269941	.0269341	-13.657141	1.830e-42	.31357146	.41952435	"model1"	"icu"	""
"icu_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"icu"	""
"icu_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.93282298	.06390495	-1.0150754	.31006987	.81561636	1.0668726	"model1"	"icu"	""
"icu_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	.98430834	.06580715	-.23656843	.81299162	.86342185	1.12212	"model1"	"icu"	""
"icu_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0206364	.06645882	.31369624	.75375175	.89834881	1.1595704	"model1"	"icu"	""
"icu_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.96075786	.06374724	-.60334995	.54627591	.84359865	1.0941882	"model1"	"icu"	""
"icu_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model1"	"icu"	""
"icu_30"	"2.stp"	"Sustainability and Transformation Partnership"	.177182	.14836404	-2.0667221	.03876035	.03432912	.91448489	"model1"	"icu"	""
"icu_30"	"3.stp"	"Sustainability and Transformation Partnership"	.1758444	.14783141	-2.0675238	.03868483	.03384762	.91354292	"model1"	"icu"	""
"icu_30"	"4.stp"	"Sustainability and Transformation Partnership"	.11645568	.09996094	-2.5050604	.01224305	.02165325	.62632294	"model1"	"icu"	""
"icu_30"	"5.stp"	"Sustainability and Transformation Partnership"	.27785589	.23714561	-1.5004996	.13348504	.05215939	1.4801532	"model1"	"icu"	""
"icu_30"	"6.stp"	"Sustainability and Transformation Partnership"	.1693298	.14203386	-2.1171992	.03424295	.03271489	.87643835	"model1"	"icu"	""
"icu_30"	"7.stp"	"Sustainability and Transformation Partnership"	.11076327	.10087441	-2.4160644	.01568929	.01858612	.66008932	"model1"	"icu"	""
"icu_30"	"8.stp"	"Sustainability and Transformation Partnership"	.17548578	.1477084	-2.067451	.03869168	.03371132	.91349894	"model1"	"icu"	""
"icu_30"	"9.stp"	"Sustainability and Transformation Partnership"	.15697297	.13349162	-2.1773949	.02945112	.02964512	.83118264	"model1"	"icu"	""
"icu_30"	"10.stp"	"Sustainability and Transformation Partnership"	.21703234	.18274304	-1.8143632	.06962183	.04166829	1.1304289	"model1"	"icu"	""
"icu_30"	"11.stp"	"Sustainability and Transformation Partnership"	.11299784	.09510023	-2.5907297	.00957727	.02171149	.58809938	"model1"	"icu"	""
"icu_30"	"12.stp"	"Sustainability and Transformation Partnership"	.27005128	.22795344	-1.5509126	.12092264	.05163415	1.4123925	"model1"	"icu"	""
"icu_30"	"13.stp"	"Sustainability and Transformation Partnership"	.23935345	.20172816	-1.6964954	.0897921	.04588209	1.2486369	"model1"	"icu"	""
"icu_30"	"14.stp"	"Sustainability and Transformation Partnership"	.13337276	.11296478	-2.378562	.01738031	.02535781	.70149155	"model1"	"icu"	""
"icu_30"	"15.stp"	"Sustainability and Transformation Partnership"	.28815437	.24228899	-1.4797975	.13892729	.05545095	1.4974125	"model1"	"icu"	""
"icu_30"	"16.stp"	"Sustainability and Transformation Partnership"	.14485741	.12258509	-2.2830289	.02242867	.02758127	.76079406	"model1"	"icu"	""
"icu_30"	"17.stp"	"Sustainability and Transformation Partnership"	.18878044	.15953108	-1.9728395	.04851385	.03602793	.98917839	"model1"	"icu"	""
"icu_30"	"18.stp"	"Sustainability and Transformation Partnership"	.21364598	.17937251	-1.8383456	.06601149	.04121397	1.1075032	"model1"	"icu"	""
"icu_30"	"19.stp"	"Sustainability and Transformation Partnership"	.34484665	.28996462	-1.2661644	.20545424	.06635787	1.7920891	"model1"	"icu"	""
"icu_30"	"20.stp"	"Sustainability and Transformation Partnership"	.29028362	.24358669	-1.4740169	.14047704	.05604681	1.503468	"model1"	"icu"	""
"icu_30"	"21.stp"	"Sustainability and Transformation Partnership"	.27369024	.22951833	-1.5451333	.12231403	.05289766	1.4160617	"model1"	"icu"	""
"icu_30"	"22.stp"	"Sustainability and Transformation Partnership"	.24168681	.21128423	-1.6244586	.10427798	.04356391	1.3408465	"model1"	"icu"	""
"icu_30"	"23.stp"	"Sustainability and Transformation Partnership"	.21528745	.18187988	-1.8178724	.06908364	.04110586	1.1275446	"model1"	"icu"	""
"icu_30"	"24.stp"	"Sustainability and Transformation Partnership"	.15505155	.15230817	-1.8975721	.05775248	.0226118	1.0632051	"model1"	"icu"	""
"icu_30"	"25.stp"	"Sustainability and Transformation Partnership"	.10786208	.09833533	-2.4426446	.01458009	.01806543	.64400512	"model1"	"icu"	""
"icu_30"	"26.stp"	"Sustainability and Transformation Partnership"	.1930921	.164728	-1.9277655	.0538843	.03627434	1.0278494	"model1"	"icu"	""
"icu_30"	"27.stp"	"Sustainability and Transformation Partnership"	.22986761	.19427369	-1.7396244	.08192499	.04386123	1.2046885	"model1"	"icu"	""
"icu_30"	"28.stp"	"Sustainability and Transformation Partnership"	.2671345	.22666079	-1.5557095	.11977719	.05064009	1.4091767	"model1"	"icu"	""
"icu_30"	"29.stp"	"Sustainability and Transformation Partnership"	.27515929	.23266284	-1.5261008	.12698476	.052462	1.4431901	"model1"	"icu"	""
"icu_30"	"30.stp"	"Sustainability and Transformation Partnership"	.17659252	.1501735	-2.0389456	.04145545	.03335142	.93504029	"model1"	"icu"	""
"icu_30"	"31.stp"	"Sustainability and Transformation Partnership"	.09208516	.12172738	-1.8042525	.07119173	.00690218	1.2285505	"model1"	"icu"	""
"icu_30"	"32.stp"	"Sustainability and Transformation Partnership"	.14714259	.12334633	-2.2860604	.02225072	.0284574	.76081934	"model1"	"icu"	""
"icu_30"	"_cons"	"Constant"	.013971	.01282549	-4.652215	3.284e-06	.00231109	.08445735	"model1"	"icu"	""
"icu_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.ethnicity_16"	"Eth 16 categories"	.35157929	.16108023	-2.2815517	.02251582	.14323039	.86300118	"model2"	"icu"	""
"icu_30"	"3.ethnicity_16"	"Eth 16 categories"	1.1822175	.10536393	1.8781919	.06035492	.99273863	1.4078613	"model2"	"icu"	""
"icu_30"	"4.ethnicity_16"	"Eth 16 categories"	1.9630793	.64895926	2.0403825	.04131225	1.0269415	3.7525804	"model2"	"icu"	""
"icu_30"	"5.ethnicity_16"	"Eth 16 categories"	2.49884	.62895576	3.6385774	.00027415	1.5257796	4.0924662	"model2"	"icu"	""
"icu_30"	"6.ethnicity_16"	"Eth 16 categories"	1.4772938	.50618977	1.1388173	.25477936	.75475419	2.8915335	"model2"	"icu"	""
"icu_30"	"7.ethnicity_16"	"Eth 16 categories"	1.5405294	.46649249	1.427039	.15356865	.85097148	2.7888488	"model2"	"icu"	""
"icu_30"	"8.ethnicity_16"	"Eth 16 categories"	1.1419947	.1153578	1.3144321	.18870084	.93687262	1.3920268	"model2"	"icu"	""
"icu_30"	"9.ethnicity_16"	"Eth 16 categories"	1.2737623	.14210513	2.1689479	.03008664	1.0235888	1.5850802	"model2"	"icu"	""
"icu_30"	"10.ethnicity_16"	"Eth 16 categories"	2.6488567	.61020919	4.2285921	.00002352	1.6864354	4.1605162	"model2"	"icu"	""
"icu_30"	"11.ethnicity_16"	"Eth 16 categories"	1.4186703	.16716741	2.9679075	.00299835	1.1261107	1.7872358	"model2"	"icu"	""
"icu_30"	"12.ethnicity_16"	"Eth 16 categories"	1.2932637	.23657661	1.4058335	.15977357	.90360131	1.8509611	"model2"	"icu"	""
"icu_30"	"13.ethnicity_16"	"Eth 16 categories"	1.8166031	.21313749	5.088051	3.618e-07	1.4434133	2.2862798	"model2"	"icu"	""
"icu_30"	"14.ethnicity_16"	"Eth 16 categories"	1.6074049	.35361401	2.1574601	.03096983	1.044405	2.4738972	"model2"	"icu"	""
"icu_30"	"15.ethnicity_16"	"Eth 16 categories"	3.9142177	1.142428	4.6754825	2.933e-06	2.2090624	6.935567	"model2"	"icu"	""
"icu_30"	"16.ethnicity_16"	"Eth 16 categories"	1.7537421	.23992394	4.1061678	.00004023	1.3412679	2.2930627	"model2"	"icu"	""
"icu_30"	"17.ethnicity_16"	"Eth 16 categories"	1.0890745	.05878996	1.5806925	.11394836	.97973449	1.2106171	"model2"	"icu"	""
"icu_30"	"0b.male"	"Male"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.male"	"Male"	2.7892633	.12387897	23.096444	5.03e-118	2.5567325	3.0429426	"model2"	"icu"	""
"icu_30"	"age1"	"Age spline 1"	1.0086007	.0110825	.77938927	.43575045	.98711163	1.0305576	"model2"	"icu"	""
"icu_30"	"age2"	"Age spline 2"	1.2832437	.03757577	8.5169093	1.639e-17	1.21167	1.3590452	"model2"	"icu"	""
"icu_30"	"age3"	"Age spline 3"	.39497525	.02953864	-12.421197	2.005e-35	.34112369	.45732809	"model2"	"icu"	""
"icu_30"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.imd"	"Index of Multiple Deprivation (IMD)"	.90138592	.06245366	-1.498447	.13401714	.78692656	1.0324935	"model2"	"icu"	""
"icu_30"	"3.imd"	"Index of Multiple Deprivation (IMD)"	.92891694	.06295731	-1.0879526	.27661602	.81336734	1.0608819	"model2"	"icu"	""
"icu_30"	"4.imd"	"Index of Multiple Deprivation (IMD)"	.94816708	.06280159	-.80357454	.42164273	.83273298	1.0796027	"model2"	"icu"	""
"icu_30"	"5.imd"	"Index of Multiple Deprivation (IMD)"	.881249	.05980159	-1.8628794	.06247923	.77150025	1.0066099	"model2"	"icu"	""
"icu_30"	"1b.bmicat_sa"	"BMI with SA categories"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.bmicat_sa"	"BMI with SA categories"	1.2093506	.37943467	.60584244	.54461938	.6538635	2.2367495	"model2"	"icu"	""
"icu_30"	"3.bmicat_sa"	"BMI with SA categories"	2.073679	.64258626	2.35359	.0185931	1.1297268	3.8063582	"model2"	"icu"	""
"icu_30"	"4.bmicat_sa"	"BMI with SA categories"	2.7652773	.85827199	3.2771391	.00104865	1.5050375	5.0807763	"model2"	"icu"	""
"icu_30"	"5.bmicat_sa"	"BMI with SA categories"	3.3761578	1.0565801	3.8879216	.00010111	1.8282531	6.2346081	"model2"	"icu"	""
"icu_30"	"6.bmicat_sa"	"BMI with SA categories"	4.4406737	1.40247	4.7203744	2.354e-06	2.3912184	8.2466675	"model2"	"icu"	""
"icu_30"	"7.bmicat_sa"	"BMI with SA categories"	2.5127017	.78867382	2.935433	.00333083	1.3582202	4.6484875	"model2"	"icu"	""
"icu_30"	"0b.hba1ccat"	"HbA1c category"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.hba1ccat"	"HbA1c category"	1.2429553	.11747425	2.3012072	.02137992	1.0327773	1.495906	"model2"	"icu"	""
"icu_30"	"2.hba1ccat"	"HbA1c category"	1.5018084	.19385975	3.150424	.00163034	1.1661055	1.9341547	"model2"	"icu"	""
"icu_30"	"3.hba1ccat"	"HbA1c category"	1.1577464	.15347277	1.1049603	.26917678	.89284642	1.50124	"model2"	"icu"	""
"icu_30"	"4.hba1ccat"	"HbA1c category"	1.7016589	.19564926	4.6236211	3.771e-06	1.3583294	2.1317679	"model2"	"icu"	""
"icu_30"	"5.hba1ccat"	"HbA1c category"	.91860798	.05026976	-1.5513496	.12081792	.82518095	1.0226128	"model2"	"icu"	""
"icu_30"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	.99623038	.00187643	-2.00514	.04494808	.99255942	.99991491	"model2"	"icu"	""
"icu_30"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.1367155	.0502472	2.8989099	.00374462	1.0423784	1.2395903	"model2"	"icu"	""
"icu_30"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.62354942	.05649539	-5.2131575	1.857e-07	.52209501	.74471863	"model2"	"icu"	""
"icu_30"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.hypertension"	"Diagnosed hypertension"	1.113679	.05280096	2.2709559	.02314965	1.0148538	1.2221277	"model2"	"icu"	""
"icu_30"	"1b.bp_cat"	"Blood pressure four levels non-missing"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.bp_cat"	"Blood pressure four levels non-missing"	1.053579	.08624198	.63761718	.52372291	.89741014	1.2369246	"model2"	"icu"	""
"icu_30"	"3.bp_cat"	"Blood pressure four levels non-missing"	1.1115979	.07490903	1.5699768	.1164205	.97406164	1.2685541	"model2"	"icu"	""
"icu_30"	"4.bp_cat"	"Blood pressure four levels non-missing"	1.1841098	.08223522	2.4333157	.01496125	1.0334201	1.3567726	"model2"	"icu"	""
"icu_30"	"5.bp_cat"	"Blood pressure four levels non-missing"	.81122151	.07291102	-2.3277553	.0199251	.68019763	.96748402	"model2"	"icu"	""
"icu_30"	"0b.asthma"	"Asthma category"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.asthma"	"Asthma category"	1.2643722	.06566284	4.5168786	6.276e-06	1.1420086	1.3998469	"model2"	"icu"	""
"icu_30"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.3688271	.09206135	4.6680729	3.040e-06	1.1997769	1.5616967	"model2"	"icu"	""
"icu_30"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	.76492238	.04640639	-4.4171632	.00001	.67916701	.86150569	"model2"	"icu"	""
"icu_30"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.dm_type"	"Diabetes Type"	1.129604	.21850432	.63001759	.52868308	.77316914	1.650357	"model2"	"icu"	""
"icu_30"	"2.dm_type"	"Diabetes Type"	.9119763	.08005397	-1.0496752	.29386748	.76782888	1.0831851	"model2"	"icu"	""
"icu_30"	"3.dm_type"	"Diabetes Type"	1.1746428	.1150368	1.6436073	.10025735	.96949312	1.4232032	"model2"	"icu"	""
"icu_30"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.cancer"	"Cancer"	.87106572	.06076767	-1.9786843	.04785156	.75974705	.99869487	"model2"	"icu"	""
"icu_30"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.chronic_liver_disease"	"Chronic liver disease"	.51760442	.10104446	-3.3734188	.00074241	.35304507	.75886723	"model2"	"icu"	""
"icu_30"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.stroke"	"Stroke"	.89176436	.07963009	-1.2828643	.19953962	.74858666	1.0623268	"model2"	"icu"	""
"icu_30"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.dementia"	"Dementia"	.0325962	.03267878	-3.4149078	.00063804	.00456887	.23255467	"model2"	"icu"	""
"icu_30"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.other_neuro"	"Neurological disease"	.67306726	.09852951	-2.7045103	.00684052	.50518691	.89673648	"model2"	"icu"	""
"icu_30"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.egfr60"	"CKD defined by egfr<60"	.82220527	.05979454	-2.6918708	.00710525	.7129794	.94816416	"model2"	"icu"	""
"icu_30"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.esrf"	"end stage renal failure"	1.3887245	.2002445	2.2774022	.02276222	1.0468361	1.8422709	"model2"	"icu"	""
"icu_30"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.2447987	.18848981	1.4461169	.14814441	.92514231	1.6749031	"model2"	"icu"	""
"icu_30"	"0b.ra_sle_psoriasis"	"Autoimmune disease"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"1.ra_sle_psoriasis"	"Autoimmune disease"	1.1452066	.0858525	1.8086014	.07051295	.98871697	1.3264648	"model2"	"icu"	""
"icu_30"	"1b.stp"	"Sustainability and Transformation Partnership"	1	0			1	1	"model2"	"icu"	""
"icu_30"	"2.stp"	"Sustainability and Transformation Partnership"	.15098516	.12381679	-2.3054109	.02114357	.03026206	.75330358	"model2"	"icu"	""
"icu_30"	"3.stp"	"Sustainability and Transformation Partnership"	.14755716	.12151821	-2.3235735	.02014837	.02937431	.7412299	"model2"	"icu"	""
"icu_30"	"4.stp"	"Sustainability and Transformation Partnership"	.09737102	.08198016	-2.7665128	.00566594	.01869702	.50709217	"model2"	"icu"	""
"icu_30"	"5.stp"	"Sustainability and Transformation Partnership"	.23356103	.19547374	-1.7376789	.08226742	.04529039	1.2044664	"model2"	"icu"	""
"icu_30"	"6.stp"	"Sustainability and Transformation Partnership"	.14376267	.11810754	-2.3609063	.01823033	.02873065	.71936076	"model2"	"icu"	""
"icu_30"	"7.stp"	"Sustainability and Transformation Partnership"	.09597911	.08594868	-2.6171316	.00886722	.01659324	.55516527	"model2"	"icu"	""
"icu_30"	"8.stp"	"Sustainability and Transformation Partnership"	.14829531	.12228114	-2.3145758	.02063616	.02946082	.74646591	"model2"	"icu"	""
"icu_30"	"9.stp"	"Sustainability and Transformation Partnership"	.12960759	.10805808	-2.4507184	.01425714	.02529041	.66420928	"model2"	"icu"	""
"icu_30"	"10.stp"	"Sustainability and Transformation Partnership"	.18183245	.15000179	-2.0664036	.03879038	.03609747	.91593775	"model2"	"icu"	""
"icu_30"	"11.stp"	"Sustainability and Transformation Partnership"	.09461508	.07800878	-2.8598901	.00423788	.01879996	.47617199	"model2"	"icu"	""
"icu_30"	"12.stp"	"Sustainability and Transformation Partnership"	.21898549	.18114215	-1.8360397	.06635179	.04328244	1.1079469	"model2"	"icu"	""
"icu_30"	"13.stp"	"Sustainability and Transformation Partnership"	.19345542	.1597437	-1.9893792	.04665936	.03834516	.9760033	"model2"	"icu"	""
"icu_30"	"14.stp"	"Sustainability and Transformation Partnership"	.10995416	.09126538	-2.6597696	.00781941	.02161165	.5594168	"model2"	"icu"	""
"icu_30"	"15.stp"	"Sustainability and Transformation Partnership"	.24242709	.19968612	-1.7203617	.08536672	.04824477	1.2181817	"model2"	"icu"	""
"icu_30"	"16.stp"	"Sustainability and Transformation Partnership"	.12332908	.10228001	-2.5236145	.01161552	.02427403	.62659804	"model2"	"icu"	""
"icu_30"	"17.stp"	"Sustainability and Transformation Partnership"	.16696722	.13825375	-2.1617082	.03064067	.03294666	.84615719	"model2"	"icu"	""
"icu_30"	"18.stp"	"Sustainability and Transformation Partnership"	.1789427	.14716325	-2.0922673	.03641461	.03570114	.8969037	"model2"	"icu"	""
"icu_30"	"19.stp"	"Sustainability and Transformation Partnership"	.28044077	.2310065	-1.5434646	.12271809	.05580638	1.4092837	"model2"	"icu"	""
"icu_30"	"20.stp"	"Sustainability and Transformation Partnership"	.24312138	.19982287	-1.7206284	.08531827	.04855295	1.2173925	"model2"	"icu"	""
"icu_30"	"21.stp"	"Sustainability and Transformation Partnership"	.2257905	.18552606	-1.8111181	.07012257	.0451124	1.1300961	"model2"	"icu"	""
"icu_30"	"22.stp"	"Sustainability and Transformation Partnership"	.18764746	.1611424	-1.9484004	.05136708	.03486364	1.0099797	"model2"	"icu"	""
"icu_30"	"23.stp"	"Sustainability and Transformation Partnership"	.18737501	.15511878	-2.0228776	.04308577	.03698646	.94924996	"model2"	"icu"	""
"icu_30"	"24.stp"	"Sustainability and Transformation Partnership"	.1256534	.12190781	-2.1379581	.03252014	.01876489	.84139983	"model2"	"icu"	""
"icu_30"	"25.stp"	"Sustainability and Transformation Partnership"	.09109456	.0817416	-2.6699938	.00758526	.01569229	.52880854	"model2"	"icu"	""
"icu_30"	"26.stp"	"Sustainability and Transformation Partnership"	.16277956	.13617617	-2.170007	.03000632	.03158726	.83885681	"model2"	"icu"	""
"icu_30"	"27.stp"	"Sustainability and Transformation Partnership"	.19117118	.15832267	-1.9978766	.04573004	.03771212	.96908962	"model2"	"icu"	""
"icu_30"	"28.stp"	"Sustainability and Transformation Partnership"	.23663369	.19681664	-1.7328128	.08312894	.04635558	1.207956	"model2"	"icu"	""
"icu_30"	"29.stp"	"Sustainability and Transformation Partnership"	.23909934	.1981214	-1.7268278	.08419859	.0471259	1.2131014	"model2"	"icu"	""
"icu_30"	"30.stp"	"Sustainability and Transformation Partnership"	.14505166	.120932	-2.3157329	.02057286	.0283049	.74333349	"model2"	"icu"	""
"icu_30"	"31.stp"	"Sustainability and Transformation Partnership"	.07554917	.09936532	-1.9638779	.04954425	.00573713	.99486544	"model2"	"icu"	""
"icu_30"	"32.stp"	"Sustainability and Transformation Partnership"	.12109979	.09943032	-2.5712344	.01013367	.02422451	.60538519	"model2"	"icu"	""
"icu_30"	"_cons"	"Constant"	.01140511	.01088307	-4.6882876	2.755e-06	.00175736	.07401838	"model2"	"icu"	""
"icu_30"	"1b.ethnicity_16"	"Eth 16 categories"	1	0			1	1	"model3"	"icu"	""
"icu_30"	"2.ethnicity_16"	"Eth 16 categories"	.34847205	.15971815	-2.3000409	.0214459	.1419154	.85567014	"model3"	"icu"	""
"icu_30"	"3.ethnicity_16"	"Eth 16 categories"	1.1839274	.10568658	1.8913562	.05857682	.99389425	1.4102949	"model3"	"icu"	""
"icu_30"	"4.ethnicity_16"	"Eth 16 categories"	1.9775509	.6534204	2.0636197	.03905379	1.0348431	3.7790343	"model3"	"icu"	""
"icu_30"	"5.ethnicity_16"	"Eth 16 categories"	2.5235976	.63564519	3.6750969	.00023776	1.5403484	4.1344832	"model3"	"icu"	""
"icu_30"	"6.ethnicity_16"	"Eth 16 categories"	1.486938	.50960031	1.1575669	.24704082	.75957526	2.9108169	"model3"	"icu"	""
"icu_30"	"7.ethnicity_16"	"Eth 16 categories"	1.5707338	.47606206	1.4898344	.13626778	.86719788	2.8450306	"model3"	"icu"	""
"icu_30"	"8.ethnicity_16"	"Eth 16 categories"	1.1640258	.11874956	1.4888269	.13653296	.95307313	1.4216707	"model3"	"icu"	""
"icu_30"	"9.ethnicity_16"	"Eth 16 categories"	1.2915026	.14713593	2.2453696	.02474442	1.0330496	1.6146166	"model3"	"icu"	""
"icu_30"	"10.ethnicity_16"	"Eth 16 categories"	2.672167	.61897166	4.2432404	.00002203	1.6970482	4.2075862	"model3"	"icu"	""
"icu_30"	"11.ethnicity_16"	"Eth 16 categories"	1.4229861	.16873809	2.9748418	.0029314	1.1278853	1.7952973	"model3"	"icu"	""
"icu_30"	"12.ethnicity_16"	"Eth 16 categories"	1.286915	.23553688	1.3782199	.16813542	.89899898	1.842216	"model3"	"icu"	""
"icu_30"	"13.ethnicity_16"	"Eth 16 categories"	1.8257155	.21485153	5.115298	3.132e-07	1.4496498	2.2993396	"model3"	"icu"	""
"icu_30"	"14.ethnicity_16"	"Eth 16 categories"	1.6027429	.35288447	2.142458	.03215664	1.0409989	2.4676152	"model3"	"icu"	""
"icu_30"	"15.ethnicity_16"	"Eth 16 categories"	3.9378459	1.1510997	4.6888595	2.747e-06	2.2204344	6.9836021	"model3"	"icu"	""
"icu_30"	"16.ethnicity_16"	"Eth 16 categories"	1.7636436	.24179604	4.1384444	.00003497	1.3480651	2.3073358	"model3"	"icu"	""
"icu_30"	"17.ethnicity_16"	"Eth 16 categories"	1.0938703	.05916545	1.6588126	.09715355	.98384322	1.2162022	"model3"	"icu"	""
"icu_30"	"0b.male"	"Male"	1	0			1	1	"model3"	"icu"	""
"icu_30"	"1.male"	"Male"	2.7926586	.12408063	23.114356	3.32e-118	2.5597533	3.0467554	"model3"	"icu"	""
